step_index,time_s,sag_active,grid_voltage_pu,ups_output_voltage_pu,ups_mode,battery_energy_j,motor_speed_rad_s,pump_flow_m3_s,pump_head_pa,pump_operating_point_residual_pa,upw_supply_pressure_pa,upw_tool_flow_m3_s,upw_relief_flow_m3_s,upw_mass_balance_residual_m3_s
305,3.0500000000000003,True,0.75,0.8924288,BATTERY,3599842.1052631577,187.1656366451557,0.00019724440586593863,199830.18527273092,2.9103830456733704e-11,299699.90791287273,0.0001,0.0,-8.933346391693951e-13
306,3.06,True,0.75,0.91394304,BATTERY,3599815.789473684,187.2323548128979,0.00019745290847161053,199699.90791287276,2.9103830456733704e-11,299582.9788502306,0.0001,0.0,2.993383798414995e-13
307,3.0700000000000003,True,0.75,0.931154432,BATTERY,3599789.4736842103,187.29573707225302,0.00019764737132434165,199582.97885023063,5.820766091346741e-11,299478.3877162263,0.0001,0.0,1.4631439819556944e-13
308,3.08,True,0.75,0.9449235456,BATTERY,3599763.1578947366,187.35595021864037,0.00019782869499419245,199478.38771622628,0.0,299385.1926526986,0.0001,0.0,-6.16033823413087e-14
309,3.09,True,0.75,0.95593883648,BATTERY,3599736.842105263,187.41315270770835,0.0001979977224500591,199385.19265269864,2.9103830456733704e-11,299302.5158299133,0.0001,0.0,9.908082091834457e-13
310,3.1,True,0.75,0.964751069184,BATTERY,3599710.526315789,187.46749507232292,0.00019815524293128893,199302.5158299133,-2.9103830456733704e-11,299229.53948844224,0.0001,0.0,1.648932019199863e-14
311,3.11,True,0.75,0.9718008553472,BATTERY,3599684.2105263155,187.51912031870677,0.0001983019954148613,199229.53948844227,2.9103830456733704e-11,299165.5017482117,0.0001,0.0,-6.54633327212977e-13
312,3.12,True,0.75,0.97744068427776,BATTERY,3599657.894736842,187.56816430277144,0.00019843867207490956,199165.50174821168,0.0,299109.6930578351,0.0001,0.0,-6.464764009897093e-13
313,3.13,True,0.75,0.9819525474222079,BATTERY,3599631.578947368,187.61475608763286,0.00019856592130668935,199109.69305783507,-2.9103830456733704e-11,299061.45276036114,0.0001,0.0,8.759881254464234e-13
314,3.14,True,0.75,0.9855620379377663,BATTERY,3599605.2631578944,187.6590182832512,0.00019868435059113124,199061.45276036114,0.0,299020.16618289053,0.0001,0.0,-9.50902020372474e-13
315,3.15,True,0.75,0.988449630350213,BATTERY,3599578.9473684207,187.70106736908866,0.0001987945290048778,199020.16618289053,0.0,298985.2611441165,0.0001,0.0,-7.917002030787118e-13
316,3.16,True,0.75,0.9907597042801705,BATTERY,3599552.631578947,187.74101400063424,0.00019889698994137155,198985.26114411655,2.9103830456733704e-11,298956.205509603,0.0001,0.0,-1.2316001026387399e-13
317,3.17,True,0.75,0.9926077634241364,BATTERY,3599526.3157894732,187.77896330060253,0.00019899223323046022,198956.20550960302,0.0,298932.5045142323,0.0001,0.0,8.807589884410102e-13
318,3.18,True,0.75,0.9940862107393091,BATTERY,3599499.9999999995,187.8150151355724,0.0001990807273083326,198932.5045142323,2.9103830456733704e-11,298913.6984338984,0.0001,0.0,-3.019388379581126e-13
319,3.19,True,0.75,0.9952689685914473,BATTERY,3599473.684210526,187.84926437879378,0.00019916291115105192,198913.6984338984,0.0,298899.36002437025,0.0001,0.0,-6.705704860554788e-13
320,3.2,True,0.75,0.9962151748731578,BATTERY,3599447.368421052,187.8818011598541,0.00019923919626967402,198899.36002437025,0.0,298889.0925422311,0.0001,0.0,-3.5865812435225875e-13
321,3.21,True,0.75,0.9969721398985263,BATTERY,3599421.0526315784,187.9127111018614,0.00019930996836253005,198889.09254223108,0.0,298882.52776581794,0.0001,0.0,7.883931130727473e-15
322,3.22,True,0.75,0.997577711918821,BATTERY,3599394.7368421047,187.9420755467683,0.00019937558892164407,198882.52776581794,0.0,298879.3241325766,0.0001,0.0,-4.798171143179881e-13
323,3.23,True,0.75,0.9980621695350569,BATTERY,3599368.421052631,187.9699717694299,0.00019943639673868953,198879.32413257658,0.0,298879.1648764163,0.0001,0.0,-5.763134500875284e-13
324,3.24,True,0.75,0.9984497356280455,BATTERY,3599342.1052631573,187.9964731809584,0.00019949270937238273,198879.16487641633,0.0,298881.7563978955,0.0001,0.0,7.438511715190751e-13
325,3.25,True,0.75,0.9987597885024364,BATTERY,3599315.7894736836,188.02164952191046,0.0001995448244637184,198881.75639789551,0.0,298886.826983653,0.0001,0.0,-7.432579947563945e-13
326,3.2600000000000002,True,0.75,0.9990078308019491,BATTERY,3599289.47368421,188.04556704581495,0.0001995930208437235,198886.82698365304,2.9103830456733704e-11,298894.124943763,0.0001,0.0,-8.303581856362335e-13
327,3.27,True,0.75,0.9992062646415593,BATTERY,3599263.157894736,188.0682886935242,0.00019963755990301464,198894.12494376302,0.0,298903.41750578955,0.0001,0.0,-9.041074367560589e-14
328,3.2800000000000002,True,0.75,0.9993650117132474,BATTERY,3599236.8421052624,188.089874258848,0.00019967868655449856,198903.4175057895,-5.820766091346741e-11,298914.4895924255,0.0001,0.0,2.556625103916838e-14
329,3.29,True,0.75,0.9994920093705979,BATTERY,3599210.5263157887,188.1103805459056,0.00019971663022902818,198914.48959242553,0.0,298927.14254092425,0.0001,0.0,-1.1408462091078912e-14
330,3.3000000000000003,True,0.75,0.9995936074964783,BATTERY,3599184.210526315,188.1298615186103,0.00019975160587662726,198927.14254092428,2.9103830456733704e-11,298941.1930553615,0.0001,0.0,-9.397986555785292e-13
331,3.31,True,0.75,0.9996748859971827,BATTERY,3599157.8947368413,188.14836844267978,0.00019978381482926668,198941.19305536145,-5.820766091346741e-11,298956.4719842747,0.0001,0.0,2.5886580746845107e-13
332,3.3200000000000003,True,0.75,0.9997399087977461,BATTERY,3599131.5789473676,188.16595002054578,0.0001998134457307902,198956.47198427469,0.0,298972.8236803785,0.0001,0.0,-3.147528898682109e-14
333,3.33,True,0.75,0.9997919270381969,BATTERY,3599105.263157894,188.18265251951848,0.00019984067515665848,198972.82368037853,2.9103830456733704e-11,298990.1048364118,0.0001,0.0,-3.8221296463276277e-13
334,3.34,True,0.75,0.9998335416305575,BATTERY,3599078.94736842,188.19851989354257,0.00019986566847842065,198990.10483641177,0.0,299008.1836702302,0.0001,0.0,-3.3063174060375005e-14
335,3.35,True,0.75,0.999866833304446,BATTERY,3599052.6315789465,188.21359389886544,0.00019988858053704455,199008.18367023027,5.820766091346741e-11,299026.9392263144,0.0001,0.0,-1.9779697306177577e-13
336,3.36,True,0.75,0.9998934666435568,BATTERY,3599026.315789473,188.22791420392218,0.00019990955624281314,199026.93922631443,0.0,299046.2605608627,0.0001,0.0,-7.285841168788794e-13
337,3.37,True,0.75,0.9999147733148455,BATTERY,3598999.999999999,188.24151849372606,0.00019992873121927042,199046.26056086272,0.0,299066.0459268838,0.0001,0.0,9.354065753418009e-13
338,3.38,True,0.75,0.9999318186518764,BATTERY,3598973.6842105254,188.25444256903975,0.00019994623243386556,199066.04592688385,2.9103830456733704e-11,299086.20248315856,0.0001,0.0,6.679143404989023e-14
339,3.39,True,0.75,0.9999454549215011,BATTERY,3598947.3684210517,188.26672044058776,0.0001999621785541576,199086.20248315856,0.0,299106.6453047097,0.0001,0.0,-5.292195257538182e-13
340,3.4,False,1.0,0.9999563639372009,RECOVERY,3598952.3684210517,188.27838441855837,0.00019997668064175304,199106.64530470964,-2.9103830456733704e-11,299127.2969171405,0.0001,0.0,-6.543342583022682e-14
341,3.41,False,1.0,0.9999650911497607,RECOVERY,3598957.3684210517,188.28946519763045,0.0001999898425732948,199127.29691714048,0.0,299148.0868309736,0.0001,0.0,8.811451519263338e-13
342,3.42,False,1.0,0.9999720729198086,RECOVERY,3598962.3684210517,188.29999193774893,0.000200001761451237,199148.08683097363,0.0,299168.9511341974,0.0001,0.0,-1.8033749298984847e-13
343,3.43,False,1.0,0.9999776583358468,RECOVERY,3598967.3684210517,188.30999234086147,0.0002000125279759102,199168.9511341974,0.0,299189.83173556626,0.0001,0.0,8.075018624312182e-14
344,3.44,False,1.0,0.9999821266686775,RECOVERY,3598972.3684210517,188.3194927238184,0.00020002222698316168,199189.83173556632,5.820766091346741e-11,299210.67613177,0.0001,0.0,9.93201537727725e-13
345,3.45,False,1.0,0.999985701334942,RECOVERY,3598977.3684210517,188.3285180876275,0.00020003093771155225,199210.67613177004,2.9103830456733704e-11,299231.437058188,0.0001,0.0,6.540981081106121e-13
346,3.46,False,1.0,0.9999885610679536,RECOVERY,3598982.3684210517,188.3370921832461,0.0002000387341197722,199231.43705818802,0.0,299252.07196502015,0.0001,0.0,6.195456262475681e-16
347,3.47,False,1.0,0.999990848854363,RECOVERY,3598987.3684210517,188.3452375740838,0.00020004568528381007,199252.07196502018,2.9103830456733704e-11,299272.54266804084,0.0001,0.0,-1.1062418723642724e-13
348,3.48,False,1.0,0.9999926790834903,RECOVERY,3598992.3684210517,188.3529756953796,0.00020005185569970508,199272.54266804087,2.9103830456733704e-11,299292.8150575608,0.0001,0.0,3.805254744138424e-13
349,3.49,False,1.0,0.9999941432667923,RECOVERY,3598997.3684210517,188.3603269106106,0.00020005730555049857,199292.8150575608,0.0,299312.85886559635,0.0001,0.0,-4.3010666100733175e-14
350,3.5,False,1.0,0.9999953146134338,RECOVERY,3599002.3684210517,188.3673105650801,0.0002000620909377646,199312.85886559635,0.0,299332.6472584158,0.0001,0.0,-5.47832599584248e-13
351,3.5100000000000002,False,1.0,0.999996251690747,RECOVERY,3599007.3684210517,188.3739450368261,0.00020006626419445038,199332.64725841582,0.0,299352.1565455012,0.0001,0.0,1.799920938121445e-13
352,3.52,False,1.0,0.9999970013525976,RECOVERY,3599012.3684210517,188.3802477849848,0.0002000698741338741,199352.1565455012,0.0,299371.3660631329,0.0001,0.0,7.496740635954839e-13
353,3.5300000000000002,False,1.0,0.9999976010820781,RECOVERY,3599017.3684210517,188.38623539573555,0.00020007296620610574,199371.36606313288,0.0,299390.25794155896,0.0001,0.0,-3.331952389671053e-13
354,3.54,False,1.0,0.9999980808656626,RECOVERY,3599022.3684210517,188.39192362594878,0.00020007558270749293,199390.25794155896,0.0,299408.81663933396,0.0001,0.0,4.323258179253759e-13
355,3.5500000000000003,False,1.0,0.9999984646925301,RECOVERY,3599027.3684210517,188.39732744465135,0.00020007776310178156,199408.81663933396,0.0,299427.0290597342,0.0001,0.0,1.6390980587970737e-13
356,3.56,False,1.0,0.9999987717540241,RECOVERY,3599032.3684210517,188.4024610724188,0.00020007954404578797,199427.0290597342,0.0,299444.88420151174,0.0001,0.0,-8.905188067264375e-13
357,3.5700000000000003,False,1.0,0.9999990174032193,RECOVERY,3599037.3684210517,188.40733801879784,0.00020008095964354084,199444.8842015117,-2.9103830456733704e-11,299462.3728678562,0.0001,0.0,-1.1727593670651746e-13
358,3.58,False,1.0,0.9999992139225754,RECOVERY,3599042.3684210517,188.41197111785795,0.00020008204166727607,199462.37286785617,0.0,299479.4877246022,0.0001,0.0,6.700539981867699e-13
359,3.59,False,1.0,0.9999993711380604,RECOVERY,3599047.3684210517,188.41637256196503,0.00020008281960004454,199479.48772460222,0.0,299496.2231256068,0.0001,0.0,1.7150099170360302e-14
360,3.6,False,1.0,0.9999994969104483,RECOVERY,3599052.3684210517,188.42055393386678,0.00020008332079105476,199496.22312560678,0.0,299512.5748217106,0.0001,0.0,-5.418767702660396e-13
361,3.61,False,1.0,0.9999995975283587,RECOVERY,3599057.3684210517,188.42452623717344,0.00020008357066575336,199512.5748217106,0.0,299528.5399025306,0.0001,0.0,-9.01912439070555e-13
362,3.62,False,1.0,0.999999678022687,RECOVERY,3599062.3684210517,188.42829992531478,0.00020008359281627357,199528.5399025306,0.0,299544.116621837,0.0001,0.0,1.1922687338909393e-13
363,3.63,False,1.0,0.9999997424181496,RECOVERY,3599067.3684210517,188.43188492904903,0.000200083409146971,199544.11662183702,0.0,299559.3045139685,0.0001,0.0,-9.526433993039548e-13
364,3.64,False,1.0,0.9999997939345197,RECOVERY,3599072.3684210517,188.4352906825966,0.0002000830398715659,199559.30451396853,0.0,299574.1039281711,0.0001,0.0,-3.7657108659414646e-13
365,3.65,False,1.0,0.9999998351476157,GRID,3599077.3684210517,188.43852614846676,0.00020008250379841648,199574.1039281711,0.0,299588.5162614286,0.0001,0.0,-9.9744775481459e-13
366,3.66,False,1.0,0.9999998681180926,GRID,3599082.3684210517,188.44159984104343,0.00020008181826405104,199588.51626142862,2.9103830456733704e-11,299602.5436092168,0.0001,0.0,-4.963216654196929e-13
367,3.67,False,1.0,0.9999998944944741,GRID,3599087.3684210517,188.44451984899126,0.0002000809993551105,199602.54360921684,2.9103830456733704e-11,299616.1888819188,0.0001,0.0,-5.39888488218456e-13
368,3.68,False,1.0,0.9999999155955793,GRID,3599092.3684210517,188.4472938565417,0.00020008006189517764,199616.1888819188,0.0,299629.4555719942,0.0001,0.0,3.0767259667807247e-13
369,3.69,False,1.0,0.9999999324764635,GRID,3599097.3684210517,188.44992916371461,0.00020007901960390084,199629.45557199419,0.0,299642.3478703946,0.0001,0.0,-2.993044988412467e-13
370,3.7,False,1.0,0.9999999459811708,GRID,3599102.3684210517,188.45243270552888,0.00020007788507942192,199642.3478703946,0.0,299654.87031731755,0.0001,0.0,9.823039831464194e-13
371,3.71,False,1.0,0.9999999567849367,GRID,3599107.3684210517,188.45481107025245,0.00020007667001150847,199654.87031731755,0.0,299667.02815145254,0.0001,0.0,-7.469177240468239e-13
372,3.72,False,1.0,0.9999999654279493,GRID,3599112.3684210517,188.45707051673983,0.0002000753850436457,199667.0281514525,-2.9103830456733704e-11,299678.8267279044,0.0001,0.0,1.5065674727507988e-13
373,3.73,False,1.0,0.9999999723423595,GRID,3599117.3684210517,188.45921699090283,0.00020007404009877587,199678.82672790438,0.0,299690.2719256468,0.0001,0.0,1.8110381846736645e-13
374,3.74,False,1.0,0.9999999778738876,GRID,3599122.3684210517,188.4612561413577,0.00020007264420872204,199690.2719256468,0.0,299701.36985648423,0.0001,0.0,6.637314650652285e-13
375,3.75,False,1.0,0.9999999822991101,GRID,3599127.3684210517,188.4631933342898,0.00020007120569107029,199701.36985648423,0.0,299712.126981467,0.0001,0.0,-2.9931870946006323e-13
376,3.7600000000000002,False,1.0,0.9999999858392881,GRID,3599132.3684210517,188.4650336675753,0.0002000697321208319,199712.126981467,0.0,299722.5498780608,0.0001,0.0,-7.500746833656484e-13
377,3.77,False,1.0,0.9999999886714305,GRID,3599137.3684210517,188.46678198419656,0.00020006823047517342,199722.54987806082,0.0,299732.6452983543,0.0001,0.0,-5.79873944013758e-13
378,3.7800000000000002,False,1.0,0.9999999909371444,GRID,3599142.3684210517,188.46844288498673,0.00020006670713126486,199732.64529835433,0.0,299742.4201108515,0.0001,0.0,8.258951167328661e-13
379,3.79,False,1.0,0.9999999927497155,GRID,3599147.3684210517,188.4700207407374,0.000200065167920969,199742.42011085156,2.9103830456733704e-11,299751.8814750947,0.0001,0.0,-1.0144195867955965e-13
380,3.8000000000000003,False,1.0,0.9999999941997724,GRID,3599152.3684210517,188.47151970370052,0.00020006361806787498,199751.8814750947,0.0,299761.03643421084,0.0001,0.0,6.684469395166032e-13
381,3.81,False,1.0,0.9999999953598179,GRID,3599157.3684210517,188.4729437185155,0.00020006206241406153,199761.03643421087,2.9103830456733704e-11,299769.89226415753,0.0001,0.0,-3.1695117234748426e-13
382,3.8200000000000003,False,1.0,0.9999999962878543,GRID,3599162.3684210517,188.47429653258973,0.00020006050526748075,199769.89226415753,0.0,299778.4561244771,0.0001,0.0,-1.1489008518676132e-15
383,3.83,False,1.0,0.9999999970302834,GRID,3599167.3684210517,188.47558170596025,0.0002000589505973801,199778.45612447712,2.9103830456733704e-11,299786.73523291945,0.0001,0.0,8.120730612577613e-13
384,3.84,False,1.0,0.9999999976242268,GRID,3599172.3684210517,188.47680262066223,0.00020005740196683334,199786.73523291945,0.0,299794.7369236499,0.0001,0.0,-3.096006735560591e-13
385,3.85,False,1.0,0.9999999980993814,GRID,3599177.3684210517,188.4779624896291,0.00020005586252246836,199794.73692364994,2.9103830456733704e-11,299802.4682980031,0.0001,0.0,8.864034034756525e-13
386,3.86,False,1.0,0.9999999984795052,GRID,3599182.3684210517,188.47906436514765,0.00020005433518692644,199802.46829800308,0.0,299809.9366319366,0.0001,0.0,1.9228809896880375e-13
387,3.87,False,1.0,0.9999999987836041,GRID,3599187.3684210517,188.48011114689027,0.00020005282247218635,199809.93663193658,0.0,299817.14902678505,0.0001,0.0,6.182449626878294e-14
388,3.88,False,1.0,0.9999999990268833,GRID,3599192.3684210517,188.48110558954576,0.00020005132667028417,199817.14902678505,0.0,299824.1125838831,0.0001,0.0,-7.636186111520691e-13
389,3.89,False,1.0,0.9999999992215066,GRID,3599197.3684210517,188.48205031006847,0.00020004984978136569,199824.1125838831,0.0,299830.83417173475,0.0001,0.0,9.384654387162127e-13
390,3.9,False,1.0,0.9999999993772053,GRID,3599202.3684210517,188.48294779456506,0.0002000483936446471,199830.83417173478,2.9103830456733704e-11,299837.32083346695,0.0001,0.0,-6.730304258530654e-15
391,3.91,False,1.0,0.9999999995017642,GRID,3599207.3684210517,188.4838004048368,0.00020004695974858622,199837.32083346692,-2.9103830456733704e-11,299843.57932116836,0.0001,0.0,3.3397371510578186e-13
392,3.92,False,1.0,0.9999999996014114,GRID,3599212.3684210517,188.484610384595,0.00020004554947681202,199843.57932116836,0.0,299849.61638692766,0.0001,0.0,-3.1837836955347164e-14
393,3.93,False,1.0,0.9999999996811291,GRID,3599217.3684210517,188.48537986536525,0.0002000441639751413,199849.6163869276,-5.820766091346741e-11,299855.4386664182,0.0001,0.0,-9.478784120445742e-13
394,3.94,False,1.0,0.9999999997449033,GRID,3599222.3684210517,188.486110872097,0.00020004280422164858,199855.43866641817,-2.9103830456733704e-11,299861.05256248266,0.0001,0.0,1.9118044274517635e-14
395,3.95,False,1.0,0.9999999997959226,GRID,3599227.3684210517,188.48680532849212,0.00020004147109614588,199861.05256248263,-2.9103830456733704e-11,299866.46447796375,0.0001,0.0,5.47542183035686e-13
396,3.96,False,1.0,0.999999999836738,GRID,3599232.3684210517,188.4874650620675,0.00020004016527451317,199866.46447796375,0.0,299871.68069928885,0.0001,0.0,4.983667439248307e-13
397,3.97,False,1.0,0.9999999998693905,GRID,3599237.3684210517,188.48809180896413,0.00020003888729707887,199871.68069928882,-2.9103830456733704e-11,299876.70739647,0.0001,0.0,-3.447794534728921e-13
398,3.98,False,1.0,0.9999999998955124,GRID,3599242.3684210517,188.48868721851593,0.00020003763757829745,199876.70739647,0.0,299881.55050668865,0.0001,0.0,1.2058022658037703e-13
399,3.99,False,1.0,0.9999999999164099,GRID,3599247.3684210517,188.48925285759015,0.00020003641647414058,199881.5505066886,-5.820766091346741e-11,299886.2159671262,0.0001,0.0,-7.18173240059314e-13
400,4.0,False,1.0,0.9999999999331279,GRID,3599252.3684210517,188.48979021471064,0.00020003522417443972,199886.21596712622,2.9103830456733704e-11,299890.7094821334,0.0001,0.0,-8.66770944842611e-13
401,4.01,False,1.0,0.9999999999465023,GRID,3599257.3684210517,188.4903007039751,0.00020003406082757958,199890.7094821334,0.0,299895.0366396457,0.0001,0.0,-6.424894226641604e-13
402,4.0200000000000005,False,1.0,0.9999999999572019,GRID,3599262.3684210517,188.49078566877634,0.00020003292649018668,199895.03663964567,-2.9103830456733704e-11,299899.20291118324,0.0001,0.0,-3.961557904625338e-13
403,4.03,False,1.0,0.9999999999657615,GRID,3599267.3684210517,188.49124638533752,0.00020003182113462095,199899.20291118324,0.0,299903.2136518508,0.0001,0.0,-5.046560998907937e-13
404,4.04,False,1.0,0.9999999999726092,GRID,3599272.3684210517,188.49168406607063,0.00020003074465609337,199903.2136518508,-2.9103830456733704e-11,299907.07404213026,0.0001,0.0,-1.7056060503177034e-13
405,4.05,False,1.0,0.9999999999780874,GRID,3599277.3684210517,188.4920998627671,0.00020002969690852777,199907.0740421303,2.9103830456733704e-11,299910.78914608806,0.0001,0.0,2.5632770103527214e-13
406,4.0600000000000005,False,1.0,0.9999999999824699,GRID,3599282.3684210517,188.49249486962876,0.00020002867768188662,199910.78914608806,0.0,299914.3639113754,0.0001,0.0,4.204521133397829e-13
407,4.07,False,1.0,0.9999999999859759,GRID,3599287.3684210517,188.49287012614732,0.0002000276867082746,199914.3639113754,0.0,299917.80316922814,0.0001,0.0,-3.339411971932994e-14
408,4.08,False,1.0,0.9999999999887808,GRID,3599292.3684210517,188.49322661983996,0.00020002672366773794,199917.8031692281,-2.9103830456733704e-11,299921.11157625914,0.0001,0.0,-2.6101163006063206e-13
409,4.09,False,1.0,0.9999999999910246,GRID,3599297.3684210517,188.49356528884795,0.0002000257882228742,199921.11157625914,0.0,299924.29367266595,0.0001,0.0,-5.415951237907343e-13
410,4.1,False,1.0,0.9999999999928197,GRID,3599302.3684210517,188.49388702440555,0.000200024879994967,199924.29367266592,-2.9103830456733704e-11,299927.35382402316,0.0001,0.0,5.581135108976998e-14
411,4.11,False,1.0,0.9999999999942558,GRID,3599307.3684210517,188.49419267318527,0.00020002399859805927,199927.35382402316,0.0,299930.29633769765,0.0001,0.0,1.5572049075104553e-13
412,4.12,False,1.0,0.9999999999954047,GRID,3599312.3684210517,188.49448303952602,0.00020002314358547803,199930.29633769765,0.0,299933.12540464103,0.0001,0.0,-4.557100378513029e-13
413,4.13,False,1.0,0.9999999999963237,GRID,3599317.3684210517,188.49475888754972,0.00020002231448342257,199933.12540464103,0.0,299935.84498297423,0.0001,0.0,4.2527146842796956e-13
414,4.14,False,1.0,0.999999999997059,GRID,3599322.3684210517,188.49502094317222,0.0002000215108534309,199935.84498297426,2.9103830456733704e-11,299938.45908902586,0.0001,0.0,-8.121145249366626e-13
415,4.15,False,1.0,0.9999999999976472,GRID,3599327.3684210517,188.4952698960136,0.0002000207321509282,199938.45908902588,2.9103830456733704e-11,299940.9714480862,0.0001,0.0,-7.543218442457401e-13
416,4.16,False,1.0,0.9999999999981177,GRID,3599332.3684210517,188.49550640121294,0.00020001997790367992,199940.9714480862,0.0,299943.38566903025,0.0001,0.0,6.502838507482621e-13
417,4.17,False,1.0,0.9999999999984942,GRID,3599337.3684210517,188.4957310811523,0.00020001924762814706,199943.38566903025,0.0,299945.70541894063,0.0001,0.0,-7.953095593462377e-14
418,4.18,False,1.0,0.9999999999987954,GRID,3599342.3684210517,188.49594452709468,0.0002000185407456574,199945.70541894063,0.0,299947.93413206935,0.0001,0.0,-5.82951599859661e-13
419,4.19,False,1.0,0.9999999999990363,GRID,3599347.3684210517,188.49614730073995,0.0002000178567312105,199947.93413206938,2.9103830456733704e-11,299950.07512625307,0.0001,0.0,-7.155904211192773e-13
420,4.2,False,1.0,0.9999999999992291,GRID,3599352.3684210517,188.49633993570296,0.00020001719505841206,199950.07512625304,-2.9103830456733704e-11,299952.13160291314,0.0001,0.0,-2.7624598030213065e-13
421,4.21,False,1.0,0.9999999999993833,GRID,3599357.3684210517,188.49652293891782,0.00020001655520245299,199952.13160291314,0.0,299954.10670526326,0.0001,0.0,-1.971809683839723e-13
422,4.22,False,1.0,0.9999999999995066,GRID,3599362.3684210517,188.49669679197194,0.0002000159366138384,199954.10670526326,0.0,299956.0034601018,0.0001,0.0,-2.1298300742561478e-13
423,4.23,False,1.0,0.9999999999996053,GRID,3599367.3684210517,188.49686195237334,0.00020001533875017738,199956.00346010184,5.820766091346741e-11,299957.82477781177,0.0001,0.0,7.071846901843228e-15
424,4.24,False,1.0,0.9999999999996843,GRID,3599372.3684210517,188.49701885475466,0.00020001476107873802,199957.82477781177,0.0,299959.5734523609,0.0001,0.0,8.615743123263143e-13
425,4.25,False,1.0,0.9999999999997474,GRID,3599377.3684210517,188.49716791201692,0.00020001420307887393,199959.57345236096,2.9103830456733704e-11,299961.252277717,0.0001,0.0,4.328941090122674e-13
426,4.26,False,1.0,0.9999999999997979,GRID,3599382.3684210517,188.49730951641607,0.00020001366418612648,199961.252277717,0.0,299962.86393143237,0.0001,0.0,-8.5389715263842e-13
427,4.2700000000000005,False,1.0,0.9999999999998384,GRID,3599387.3684210517,188.49744404059527,0.00020001314385261826,199962.86393143234,-2.9103830456733704e-11,299964.4108582288,0.0001,0.0,-1.1242486596516341e-13
428,4.28,False,1.0,0.9999999999998707,GRID,3599392.3684210517,188.4975718385655,0.0002000126416073381,199964.4108582288,0.0,299965.89550282806,0.0001,0.0,9.639388825986643e-13
429,4.29,False,1.0,0.9999999999998965,GRID,3599397.3684210517,188.49769324663723,0.0002000121569417107,199965.8955028281,2.9103830456733704e-11,299967.3203099519,0.0001,0.0,6.442579385559639e-13
430,4.3,False,1.0,0.9999999999999172,GRID,3599402.3684210517,188.49780858430537,0.00020001168931147408,199967.32030995187,-2.9103830456733704e-11,299968.68760790676,0.0001,0.0,-4.5157644984538786e-13
431,4.3100000000000005,False,1.0,0.9999999999999337,GRID,3599407.3684210517,188.4979181550901,0.00020001123819666752,199968.68760790676,0.0,299969.9994921684,0.0001,0.0,7.65349942168448e-13
432,4.32,False,1.0,0.9999999999999469,GRID,3599412.3684210517,188.4980222473356,0.00020001080316153164,199969.99949216843,0.0,299971.258174628,0.0001,0.0,4.250257768336791e-13
433,4.33,False,1.0,0.9999999999999576,GRID,3599417.3684210517,188.4981211349688,0.00020001038368150535,199971.258174628,-2.9103830456733704e-11,299972.46575076133,0.0001,0.0,-7.165415358505075e-13
434,4.34,False,1.0,0.999999999999966,GRID,3599422.3684210517,188.49821507822037,0.00020000997926116428,199972.46575076133,0.0,299973.6240832135,0.0001,0.0,5.705139594254505e-13
435,4.3500000000000005,False,1.0,0.9999999999999728,GRID,3599427.3684210517,188.49830432430934,0.00020000958949387902,199973.62408321357,5.820766091346741e-11,299974.735151045,0.0001,0.0,5.617261760994342e-13
436,4.36,False,1.0,0.9999999999999782,GRID,3599432.3684210517,188.49838910809387,0.0002000092138885821,199974.73515104505,2.9103830456733704e-11,299975.800816901,0.0001,0.0,1.6301149937125164e-13
437,4.37,False,1.0,0.9999999999999826,GRID,3599437.3684210517,188.49846965268918,0.00020000885198748826,199975.80081690103,0.0,299976.82282701135,0.0001,0.0,3.717762133290128e-13
438,4.38,False,1.0,0.999999999999986,GRID,3599442.3684210517,188.4985461700547,0.00020000850336734135,199976.82282701135,0.0,299977.8029276058,0.0001,0.0,-1.0835077355677227e-13
439,4.39,False,1.0,0.9999999999999888,GRID,3599447.3684210517,188.49861886155196,0.00020000816758239284,199977.8029276058,0.0,299978.7427484989,0.0001,0.0,-2.0971880265475636e-13
