step_index,timestamp_s,mode,contact_pressure_pa,platen_angular_speed_rad_s,head_angular_speed_rad_s,relative_velocity_m_s,slurry_availability,interface_temperature_k,pressure_velocity_exposure,pad_surface_activity,pad_remaining_life,dresser_effectiveness,instantaneous_mrr_m_s,cumulative_removal_m,active_polish_time_s,stage_average_mrr_m_s,thermal_energy_residual_w
197,1.97,POLISH,29998.634334982824,7.999989402281927,5.999992494212839,1.60703948634053,0.9931780380524603,293.17581000599165,0.9999531512365996,0.9998062971440218,0.9999903139287326,1.0,1.6549666938715091e-09,1.5670950698853543e-09,0.9700000000000006,1.615561927716859e-09,5.861409135832218e-10
198,1.98,POLISH,29998.70261823368,7.9999901087964655,5.99999299459865,1.60703962847335,0.9933485871011488,293.17607024698265,0.9999555157818873,0.9998042976203787,0.999990213933181,1.0,1.6552521929323328e-09,1.5836475918146775e-09,0.9800000000000006,1.6159669304231392e-09,3.5227856187702855e-09
199,1.99,POLISH,29998.767487322,7.999990768210035,5.999993461625407,1.6070397611306482,0.9935148724236201,293.17633036346166,0.9999577606262813,0.9998022980962457,0.9999901139374049,1.0,1.6555303894477728e-09,1.6002028957091553e-09,0.9900000000000007,1.616366561322378e-09,1.0237073411190067e-08
200,2.0,POLISH,29998.8291129559,7.999991383662699,5.999993897517046,1.6070398849441265,0.9936770006130297,293.1765903554592,0.9999598918530481,0.9998002985718499,0.9999900139414157,1.0,1.6558014709985471e-09,1.6167609104191407e-09,1.0000000000000007,1.6167609104191397e-09,-7.246967470564414e-10
201,2.0100000000000002,POLISH,29998.887657308107,7.999991958085185,5.999994304349244,1.607040000503373,0.9938350755977039,293.1768502230075,0.9999619152347446,0.9997982990474071,0.9999899139452242,1.0,1.6560656202220316e-09,1.633321566621361e-09,1.0100000000000007,1.6171500659617426e-09,-6.3388085891347146e-09
202,2.02,POLISH,29998.943274442703,7.999992494212839,5.999994684059294,1.6070401083586698,0.9939891987077613,293.17710996614016,0.9999638362491909,0.999796299523122,0.9999898139488406,1.0,1.656323014948718e-09,1.6498847967708482e-09,1.0200000000000007,1.6175341144812226e-09,1.802845872589387e-09
203,2.0300000000000002,POLISH,29998.996110720567,7.99999299459865,5.99999503845534,1.6070402090236136,0.9941394687400672,293.17736958489235,0.9999656600946132,0.9997942999991888,0.9999897139522745,1.0,1.656573828334599e-09,1.6664505350541942e-09,1.0300000000000007,1.6179131408293137e-09,-1.3090328820908326e-08
204,2.04,POLISH,29999.04630518454,7.999993461625407,5.999995369224984,1.6070403029775608,0.9942859820215655,293.1776290793006,0.9999673917040032,0.9997923004757919,0.9999896139555353,1.0,1.6568182289896283e-09,1.6830187173440905e-09,1.0400000000000007,1.6182872282154706e-09,7.035453108983347e-09
205,2.05,POLISH,29999.093989925314,7.999993897517046,5.999995677943319,1.6070403906679118,0.9944288324710263,293.17788844940253,0.9999690357587355,0.9997903009531066,0.9999895139586318,1.0,1.6570563811023802e-09,1.6995892811551143e-09,1.0500000000000007,1.618656458242965e-09,-1.4188941577231162e-08
206,2.06,POLISH,29999.139290429048,7.999994304349244,5.999995966080431,1.6070404725122396,0.9945681116592506,293.17814769523727,0.9999705967014796,0.9997883014312989,0.9999894139615721,1.0,1.6572884445610311e-09,1.7161621656007246e-09,1.0600000000000007,1.6190209109440788e-09,-5.24312326888321e-09
207,2.07,POLISH,29999.182325907597,7.999994684059294,5.999996235008402,1.6070405489002784,0.9947039088677694,293.1784068168449,0.9999720787484423,0.9997863019105268,0.9999893139643643,1.0,1.6575145750707897e-09,1.7327373113514326e-09,1.0700000000000007,1.6193806648144218e-09,-4.187256763543701e-09
208,2.08,POLISH,29999.223209612217,7.99999503845534,5.999996486007842,1.6070406201957814,0.9948363111460752,293.17866581426676,0.9999734859009818,0.9997843023909398,0.9999892139670157,1.0,1.6577349242678847e-09,1.7493146605941114e-09,1.0800000000000007,1.6197357968463985e-09,1.0158970553675317e-08
209,2.09,POLISH,29999.262049131605,7.999995369224984,5.999996720273987,1.607040686738251,0.9949654033674233,293.178924687545,0.9999748219566169,0.9997823028726803,0.9999891139695335,1.0,1.6579496398302275e-09,1.7658941569924136e-09,1.0900000000000007,1.6200863825618461e-09,2.985984792758245e-09
210,2.1,POLISH,29999.298946675026,7.999995677943319,5.999996938922387,1.6070407488445557,0.9950912682832378,293.17918343672295,0.9999760905194724,0.9997803033558831,0.9999890139719244,1.0,1.6581588655848518e-09,1.782475745648262e-09,1.1000000000000008,1.6204324960438734e-09,-4.3372949676268036e-09
211,2.11,POLISH,29999.333999341274,7.999995966080431,5.9999971429942285,1.6070408068104407,0.9952139865761569,293.1794420618448,0.9999772950101815,0.9997783038406763,0.9999889139741949,1.0,1.6583627416122408e-09,1.7990593730643845e-09,1.1100000000000008,1.620774209967913e-09,7.504468158003874e-09
212,2.12,POLISH,29999.36729937421,7.999996235008402,5.9999973334612795,1.6070408609119329,0.9953336369117529,293.17970056295553,0.9999784386752805,0.9997763043271818,0.999988813976351,1.0,1.6585614043476317e-09,1.8156449871078609e-09,1.1200000000000008,1.6211115956320174e-09,-2.4146231680788333e-09
213,2.13,POLISH,29999.3989344055,7.999996486007842,5.999997511230528,1.607040911406659,0.9954502959889591,293.17995894010113,0.9999795245961168,0.9997743048155148,0.9999887139783985,1.0,1.6587549866794048e-09,1.8322325369746549e-09,1.1300000000000008,1.621444722986419e-09,5.542972303373972e-09
214,2.14,POLISH,29999.428987685227,7.999996720273987,5.999997677148492,1.60704095853507,0.995564038589235,293.18021719332825,0.9999805556973008,0.999772305305785,0.9999886139803429,1.0,1.6589436180446417e-09,1.8488219731551013e-09,1.1400000000000008,1.6217736606623684e-09,8.298513876070501e-09
215,2.15,POLISH,29999.457538300965,7.999996938922387,5.99999783200526,1.607041002521587,0.9956749376245042,293.1804753226843,0.9999815347547192,0.9997703057980964,0.9999885139821895,1.0,1.6591274245219467e-09,1.865413247400321e-09,1.1500000000000008,1.622098476000278e-09,4.143714704696322e-09
216,2.16,POLISH,29999.484661385915,7.9999971429942285,5.999997976538243,1.6070410435756695,0.9957830641838916,293.1807333282174,0.999982464403137,0.999768306292548,0.999988413983943,1.0,1.6593065289216114e-09,1.882006312689537e-09,1.1600000000000008,1.622419235077186e-09,1.166114316220046e-08
217,2.17,POLISH,29999.51042831662,7.9999973334612795,5.999998111435693,1.6070410818928131,0.9958884875792944,293.18099120997636,0.999983347143411,0.9997663067892334,0.9999883139856083,1.0,1.6594810508732201e-09,1.898601123198269e-09,1.1700000000000008,1.6227360027335621e-09,1.1856229775730753e-08
218,2.18,POLISH,29999.534906900786,7.999997511230528,5.99999823733998,1.6070411176554806,0.995991275389812,293.18124896801055,0.9999841853493276,0.9997643072882417,0.9999882139871897,1.0,1.659651106910752e-09,1.9151976342673765e-09,1.1800000000000008,1.6230488425994706e-09,4.000639819423668e-09
219,2.19,POLISH,29999.558161555746,7.999997677148492,5.999998354850648,1.6070411510339704,0.9960914935050668,293.18150660237,0.9999849812740917,0.9997623077896575,0.9999881139886916,1.0,1.6598168105552855e-09,1.9317958023729295e-09,1.1900000000000008,1.6233578171201077e-09,4.709391987489653e-09
220,2.2,POLISH,29999.580253477958,7.99999783200526,5.9999984645272715,1.6070411821872272,0.9961892061674401,293.18176411310526,0.9999857370564835,0.999760308293561,0.9999880139901178,1.0,1.6599782723953575e-09,1.9483955850968832e-09,1.2000000000000008,1.6236629875807348e-09,-9.778915455171955e-09
221,2.21,POLISH,29999.60124080406,7.999997976538243,5.99999856689212,1.6070412112636006,0.9962844760132541,293.18202150026747,0.9999864547266952,0.9997583088000285,0.9999879139914724,1.0,1.6601356001650598e-09,1.9649969410985336e-09,1.2100000000000009,1.6239644141310184e-09,9.22565845939971e-09
222,2.22,POLISH,29999.621178763857,7.999998111435693,5.999998662432645,1.607041238401549,0.9963773641129228,293.1822787639082,0.9999871362118717,0.9997563093091323,0.9999878139927587,1.0,1.660288898819942e-09,1.981599830086733e-09,1.2200000000000009,1.6242621558087962e-09,1.1571955838007852e-08
223,2.23,POLISH,29999.640119825664,7.99999823733998,5.999998751603802,1.6070412637303007,0.9964679300100997,293.18253590407943,0.9999877833413653,0.999754309820941,0.9999877139939803,1.0,1.6604382706107855e-09,1.998204212792841e-09,1.2300000000000009,1.624556270563284e-09,-1.0427612551211496e-08
224,2.24,POLISH,29999.658113834383,7.999998354850648,5.999998834830215,1.6070412873704687,0.9965562317598472,293.1827929208338,0.9999883978517207,0.99975231033552,0.9999876139951406,1.0,1.6605838151553135e-09,2.014810050944394e-09,1.2400000000000009,1.624846815277736e-09,5.72646285945666e-09
225,2.25,POLISH,29999.675208142664,7.9999984645272715,5.999998912508201,1.6070413094346259,0.996642325965851,293.1830498142241,0.9999889813914045,0.9997503108529311,0.9999875139962424,1.0,1.660725629507902e-09,2.031417307239473e-09,1.2500000000000009,1.6251338457915773e-09,-6.879048441987834e-09
226,2.2600000000000002,POLISH,29999.69144773553,7.99999856689212,5.999998985007655,1.607041330027839,0.9967262678167047,293.18330658430375,0.9999895355252929,0.9997483113732331,0.9999874139972889,1.0,1.6608638082273507e-09,2.0480259453217464e-09,1.260000000000001,1.6254174169220198e-09,1.051583353728347e-08
227,2.27,POLISH,29999.706875348755,7.999998662432645,5.999999052673811,1.6070413492481714,0.9968081111212871,293.18356323112636,0.9999900617389292,0.9997463118964818,0.9999873139982827,1.0,1.660998443442774e-09,2.0646359297561743e-09,1.270000000000001,1.6256975824851755e-09,-1.400522364747303e-08
228,2.2800000000000002,POLISH,29999.721531581316,7.999998751603802,5.99999911582889,1.6070413671871482,0.9968879083432549,293.183819754746,0.9999905614425624,0.9997443124227303,0.9999872139992265,1.0,1.6611296249176632e-09,2.081247226005351e-09,1.280000000000001,1.6259743953166794e-09,5.361471266951412e-10
229,2.29,POLISH,29999.73545500225,7.999998834830215,5.999999174773631,1.6070413839301936,0.9969657106346735,293.1840761552171,0.9999910359749802,0.999742312952029,0.999987114000123,1.0,1.6612574401121836e-09,2.097859800406473e-09,1.290000000000001,1.6262479072918382e-09,3.3153924050566275e-09
230,2.3000000000000003,POLISH,29999.74868225214,7.999998912508201,5.999999229788722,1.6070413995570354,0.9970415678688067,293.18433243259426,0.999991486607145,0.9997403134844255,0.9999870140009743,1.0,1.6613819742437515e-09,2.1144736201489103e-09,1.300000000000001,1.6265181693453145e-09,1.0068191613754607e-08
231,2.31,POLISH,29999.761248139534,7.999998985007655,5.999999281136141,1.6070414141420883,0.9971155286720865,293.1845885869324,0.9999919145456445,0.9997383140199653,0.9999869140017829,1.0,1.6615033103459447e-09,2.13108865325237e-09,1.310000000000001,1.6267852314903575e-09,-1.1064088312195963e-08
232,2.32,POLISH,29999.773185732556,7.999999052673811,5.999999329060398,1.6070414277548042,0.9971876404552844,293.1848446182869,0.9999923209359652,0.9997363145586914,0.9999868140025507,1.0,1.6616215293257978e-09,2.147704868545628e-09,1.320000000000001,1.6270491428375957e-09,2.0780248632945586e-09
233,2.33,POLISH,29999.78452644593,7.99999911582889,5.999999373789705,1.6070414404600053,0.9972579494439023,293.18510052671314,0.9999927068655993,0.9997343151006447,0.9999867140032801,1.0,1.661736710019528e-09,2.1643222356458233e-09,1.330000000000001,1.6273099516133999e-09,6.3146785578283016e-09
234,2.34,POLISH,29999.79530012363,7.999999174773631,5.999999415537058,1.6070414523181937,0.9973265007078048,293.1853563122669,0.9999930733669922,0.9997323156458641,0.9999866140039727,1.0,1.661848929246737e-09,2.1809407249382906e-09,1.340000000000001,1.6275677051778277e-09,-5.24244114785688e-09
235,2.35,POLISH,29999.805535117448,7.999999229788722,5.999999454501254,1.6070414633858354,0.9973933381901097,293.1856119750041,0.9999934214203394,0.9997303161943865,0.9999865140046306,1.0,1.6619582618631348e-09,2.197560307556922e-09,1.350000000000001,1.6278224500421633e-09,-3.577838469936978e-09
236,2.36,POLISH,29999.815258361574,7.999999281136141,5.999999490867837,1.6070414737156349,0.9974585047353569,293.185867514981,0.9999937519562417,0.9997283167462467,0.9999864140052553,1.0,1.6620647808118301e-09,2.2141809553650403e-09,1.360000000000001,1.6280742318860578e-09,-9.406051049154485e-09
237,2.37,POLISH,29999.824495443496,7.999999329060398,5.999999524809981,1.6070414833567808,0.997522042116973,293.1861229322539,0.999994065858223,0.9997263173014783,0.9999863140058488,1.0,1.6621685571732261e-09,2.2308026409367725e-09,1.370000000000001,1.6283230955742853e-09,-8.295359066323726e-09
238,2.38,POLISH,29999.833270671323,7.999999373789705,5.999999556489316,1.6070414923551837,0.9975839910640487,293.1863782268794,0.9999943639651205,0.9997243178601127,0.9999862140064124,1.0,1.6622696602135603e-09,2.247425337538908e-09,1.380000000000001,1.6285690851731205e-09,-7.842103855182359e-09
239,2.39,POLISH,29999.841607137758,7.999999415537058,5.999999586056695,1.6070415007536933,0.9976443912874475,293.18663339891424,0.9999946470733541,0.99972231842218,0.9999861140069477,1.0,1.6623681574321398e-09,2.2640490191132293e-09,1.390000000000001,1.6288122439663508e-09,-9.588760008227837e-09
240,2.4,POLISH,29999.84952678087,7.999999454501254,5.999999613652915,1.607041508592302,0.9977032815052613,293.1868884484153,0.9999949159390777,0.9997203189877084,0.9999860140074561,1.0,1.6624641146072895e-09,2.2806736602593024e-09,1.400000000000001,1.6290526144709291e-09,-9.334371497971006e-09
241,2.41,POLISH,29999.857050441824,7.999999490867837,5.9999996394093875,1.6070415159083369,0.9977606994676298,293.18714337543963,0.9999951712802236,0.9997183195567252,0.999985914007939,1.0,1.6625575958410717e-09,2.297299236217713e-09,1.410000000000001,1.6292902384522778e-09,2.57092835909134e-09
242,2.42,POLISH,29999.864197919735,7.999999524809981,5.999999663448762,1.607041522736636,0.9978166819809391,293.18739818004445,0.9999954137784401,0.9997163201292559,0.9999858140083976,1.0,1.6626486636027947e-09,2.3139257228537413e-09,1.420000000000001,1.6295251569392533e-09,1.2524793646662147e-08
243,2.43,POLISH,29999.870988023747,7.999999556489316,5.999999685885511,1.6070415291097153,0.9978712649314156,293.18765286228705,0.9999956440809314,0.9997143207053251,0.9999857140088332,1.0,1.662737378771355e-09,2.330553096641455e-09,1.430000000000001,1.6297574102387785e-09,1.1815231459877396e-08
244,2.44,POLISH,29999.87743862256,7.999999586056695,5.999999706826477,1.6070415350579226,0.9979244833081302,293.18790742222484,0.9999958628022046,0.9997123212849557,0.9999856140092469,1.0,1.6628238006764454e-09,2.3471813346482195e-09,1.440000000000001,1.6299870379501512e-09,-3.631640765888733e-09
245,2.45,POLISH,29999.88356669143,7.999999613652915,5.999999726371379,1.6070415406095828,0.9979763712254269,293.1881618599154,0.999996070525727,0.9997103218681698,0.9999855140096399,1.0,1.662907987138659e-09,2.363810414519606e-09,1.450000000000001,1.6302140789790373e-09,-5.069125563750276e-09
246,2.46,POLISH,29999.88938835686,7.9999996394093875,5.999999744613287,1.6070415457911322,0.9980269619447912,293.1884161754164,0.9999962678054983,0.9997083224549883,0.9999854140100131,1.0,1.6629899945085188e-09,2.3804403144646913e-09,1.460000000000001,1.6304385715511573e-09,1.201283339469228e-08
247,2.47,POLISH,29999.89491893902,7.999999663448762,5.999999761639068,1.6070415506272449,0.9980762878961714,293.1886703687856,0.9999964551675444,0.999706323045431,0.9999853140103675,1.0,1.6630698777044671e-09,2.3970710132417357e-09,1.470000000000001,1.6306605532256694e-09,-7.633218501723604e-10
248,2.48,POLISH,29999.900172992067,7.999999685885511,5.999999777529797,1.6070415551409505,0.9981243806987672,293.1889244400808,0.9999966331113341,0.9997043236395167,0.9999852140107042,1.0,1.663147690249847e-09,2.413702490144234e-09,1.480000000000001,1.6308800609082651e-09,-2.786620711958676e-09
249,2.49,POLISH,29999.905164342465,7.999999706826477,5.999999792361144,1.607041559353742,0.998171271181298,293.18917838936,0.9999968021111236,0.9997023242372632,0.999985114011024,1.0,1.6632234843088892e-09,2.4303347249873227e-09,1.490000000000001,1.6310971308639737e-09,-6.719545808664407e-09
250,2.5,POLISH,29999.90990612534,7.999999726371379,5.999999806203734,1.607041563285681,0.9982169894017655,293.18943221668115,0.9999969626172337,0.9997003248386878,0.9999850140113277,1.0,1.6632973107217544e-09,2.4469676980945402e-09,1.500000000000001,1.6313117987296923e-09,6.554728315677494e-09
251,2.5100000000000002,POLISH,29999.914410819074,7.999999744613287,5.999999819123485,1.6070415669554905,0.9982615646667213,293.18968592210234,0.9999971150572607,0.9996983254438062,0.9999849140116162,1.0,1.663369219038639e-09,2.4636013902849267e-09,1.5100000000000011,1.6315240995264404e-09,2.5057573793674237e-09
252,2.52,POLISH,29999.918690278122,7.999999761639068,5.99999983118192,1.6070415703806462,0.9983050255500533,293.1899395056817,0.9999972598372274,0.999696326052634,0.9999848140118902,1.0,1.6634392575529797e-09,2.4802357828604567e-09,1.5200000000000011,1.6317340676713518e-09,6.4486158635190804e-09
253,2.5300000000000002,POLISH,29999.922755764215,7.999999777529797,5.999999842436458,1.6070415735774584,0.998347399911302,293.1901929674774,0.9999973973426742,0.9996943266651857,0.9999847140121505,1.0,1.6635074733337793e-09,2.4968708575937945e-09,1.5300000000000011,1.6319417369894068e-09,-1.0273765838064719e-08
254,2.54,POLISH,29999.926617976005,7.999999792361144,5.999999852940694,1.6070415765611492,0.9983887149135194,293.19044630754775,0.999997527939695,0.999692327281475,0.9999846140123977,1.0,1.6635739122570778e-09,2.513506596716365e-09,1.5400000000000011,1.6321471407249112e-09,1.1640551633718133e-08
255,2.5500000000000003,POLISH,29999.930287077204,7.999999806203734,5.999999862744648,1.6070415793459274,0.9984289970406814,293.19069952595095,0.9999976519759213,0.999690327901515,0.9999845140126324,1.0,1.6636386190365948e-09,2.530142982906731e-09,1.5500000000000012,1.6323503115527284e-09,-8.022993824852165e-09
256,2.56,POLISH,29999.933772723343,7.999999819123485,5.999999871895005,1.607041581945054,0.9984682721146644,293.1909526227454,0.9999977697814555,0.9996883285253183,0.9999844140128554,1.0,1.6637016372535637e-09,2.5467799992792665e-09,1.5600000000000012,1.6325512815892723e-09,-4.98179986152536e-09
257,2.57,POLISH,29999.937084087178,7.99999983118192,5.999999880435338,1.6070415843709052,0.9985065653117978,293.19120559798944,0.9999978816697581,0.9996863291528966,0.9999843140130673,1.0,1.6637630093857822e-09,2.5634176293731243e-09,1.5700000000000012,1.6327500824032628e-09,2.110056129822624e-09
258,2.58,POLISH,29999.94022988282,7.999999842436458,5.9999998884063155,1.6070415866350332,0.9985439011790028,293.1914584517415,0.9999979879384872,0.9996843297842611,0.9999842140132685,1.0,1.6638227768358935e-09,2.580055857141483e-09,1.5800000000000012,1.6329467450262538e-09,-3.23642268540425e-09
259,2.59,POLISH,29999.94321838868,7.999999852940694,5.999999895845894,1.6070415887482195,0.9985803036495278,293.19171118405995,0.9999980888702987,0.9996823304194227,0.9999841140134597,1.0,1.6638809799589345e-09,2.5966946669410724e-09,1.5900000000000012,1.6331412999629374e-09,-7.0388495032602805e-09
260,2.6,POLISH,29999.946057469246,7.999999862744648,5.999999902789502,1.6070415907205267,0.9986157960582895,293.19196379500335,0.9999981847336044,0.9996803310583912,0.9999840140136412,1.0,1.6639376580891552e-09,2.613334043521964e-09,1.6000000000000012,1.6333337772012264e-09,6.63820287627459e-09
261,2.61,POLISH,29999.94875459578,7.999999871895005,5.999999909270201,1.6070415925613466,0.9986504011568323,293.1922162846301,0.9999982757832901,0.9996783317011764,0.9999839140138137,1.0,1.6639928495661362e-09,2.6299739720176253e-09,1.6100000000000012,1.6335242062221262e-09,-1.264396587430383e-09
262,2.62,POLISH,29999.951316865994,7.999999880435338,5.999999915318854,1.6070415942794452,0.9986841411279115,293.1924686529987,0.9999983622614004,0.9996763323477874,0.9999838140139775,1.0,1.6640465917602248e-09,2.6466144379352275e-09,1.6200000000000012,1.6337126160093985e-09,-1.1240175012972031e-08
263,2.63,POLISH,29999.953751022695,7.9999998884063155,5.999999920964264,1.6070415958830038,0.9987170375997136,293.19272090016767,0.9999984443977872,0.9996743329982329,0.9999837140141331,1.0,1.6640989210973093e-09,2.6632554271462007e-09,1.6300000000000012,1.6338990350590175e-09,-2.126952836078999e-09
264,2.64,POLISH,29999.95606347156,7.999999895845894,5.999999926233313,1.6070415973796583,0.9987491116597208,293.19297302619555,0.999998522410724,0.9996723336525212,0.9999836140142808,1.0,1.6641498730829374e-09,2.67989692587703e-09,1.6400000000000012,1.6340834913884316e-09,-8.03991895281797e-09
265,2.65,POLISH,29999.958260297983,7.999999902789502,5.999999931151092,1.6070415987765363,0.9987803838682278,293.19322503114086,0.9999985965074925,0.9996703343106599,0.9999835140144212,1.0,1.6641994823258177e-09,2.6965389207002882e-09,1.6500000000000012,1.634266012545628e-09,-4.796589792022132e-09
266,2.66,POLISH,29999.960347283082,7.999999909270201,5.99999993574102,1.6070416000802887,0.998810874271522,293.19347691506215,0.9999986668849353,0.9996683349726566,0.9999834140145545,1.0,1.6642477825606976e-09,2.713181398525895e-09,1.6600000000000013,1.6344466256180078e-09,4.7648001100242254e-09
267,2.67,POLISH,29999.96232991893,7.999999915318854,5.999999940024952,1.6070416012971247,0.998840602414734,293.1937286780179,0.999998733729985,0.9996663356385184,0.9999833140146811,1.0,1.6642948066706565e-09,2.7298243465926017e-09,1.6700000000000013,1.6346253572410776e-09,-9.304756076744525e-09
268,2.68,POLISH,29999.964213422983,7.999999920964264,5.999999944023289,1.607041602432838,0.9988695873543657,293.19398032006677,0.9999987972201626,0.9996643363082518,0.9999832140148014,1.0,1.6643405867088115e-09,2.74646775245969e-09,1.6800000000000013,1.634802233606957e-09,9.535710887575988e-09
269,2.69,POLISH,29999.966002751833,7.999999926233313,5.99999994775507,1.607041603492837,0.9988978476705066,293.1942318412672,0.9999988575240529,0.9996623369818634,0.9999831140149157,1.0,1.6643851539194634e-09,2.7631116039988844e-09,1.6900000000000013,1.6349772804727113e-09,5.337298603080853e-09
270,2.7,POLISH,29999.96770261424,7.999999931151092,5.999999951238065,1.6070416044821694,0.998925401478744,293.19448324167774,0.9999989148017555,0.999660337659359,0.9999830140150242,1.0,1.6644285387586924e-09,2.7797558893864715e-09,1.7000000000000013,1.6351505231685113e-09,8.49328785079706e-09
271,2.71,POLISH,29999.96931748353,7.99999993574102,5.999999954488861,1.6070416054055465,0.9989522664417754,293.1947345213569,0.9999989692053127,0.9996583383407446,0.9999829140151273,1.0,1.6644707709144216e-09,2.7964005970956156e-09,1.7100000000000013,1.6353219866056218e-09,-6.390280304913176e-09
272,2.72,POLISH,29999.970851609352,7.999999940024952,5.999999957522937,1.6070416062673651,0.998978459780731,293.19498568036323,0.9999990208791159,0.9996563390260255,0.9999828140152252,1.0,1.6645118793259599e-09,2.813045715888875e-09,1.7200000000000013,1.6354916952842285e-09,-6.893984050293511e-09
273,2.73,POLISH,29999.972309028886,7.999999944023289,5.999999960354741,1.607041607071729,0.9990039982862127,293.19523671875527,0.9999990699602905,0.9996543397152069,0.9999827140153181,1.0,1.6645518922030381e-09,2.8296912348109055e-09,1.7300000000000013,1.6356596733011003e-09,1.1921486020582961e-08
274,2.74,POLISH,29999.97369357744,7.99999994775507,5.999999962997759,1.607041607822469,0.9990288983290574,293.19548763659145,0.9999991165790649,0.9996523404082936,0.9999826140154064,1.0,1.6645908370443575e-09,2.846337143181349e-09,1.7400000000000013,1.635825944357096e-09,-9.73145120042318e-10
275,2.75,POLISH,29999.97500889857,7.999999951238065,5.999999965464575,1.6070416085231594,0.999053175870831,293.1957384339303,0.9999991608591143,0.9996503411052905,0.9999825140154903,1.0,1.6646287406556507e-09,2.8629834305879055e-09,1.7500000000000013,1.6359905317645162e-09,-1.0544312090132735e-08
276,2.7600000000000002,POLISH,29999.976258453644,7.999999954488861,5.999999967766937,1.607041609177137,0.9990768464740603,293.1959891108302,0.9999992029178948,0.9996483418062019,0.99998241401557,1.0,1.664665629167288e-09,2.8796300868795783e-09,1.7600000000000013,1.6361534584543045e-09,-9.389651722813142e-09
277,2.77,POLISH,29999.97744553096,7.999999957522937,5.999999969915808,1.6070416097875162,0.9990999253122087,293.1962396673498,0.9999992428669535,0.999646342511032,0.9999823140156456,1.0,1.664701528051416e-09,2.8962771021600926e-09,1.7700000000000014,1.6363147469831019e-09,1.0625342383718817e-08
278,2.7800000000000002,POLISH,29999.97857325441,7.999999960354741,5.9999999719214205,1.6070416103572036,0.9991224271794035,293.1964901035474,0.9999992808122292,0.9996443432197849,0.9999822140157175,1.0,1.6647364621386694e-09,2.9129244667814793e-09,1.7800000000000014,1.6364744195401557e-09,1.4808136938881944e-09
279,2.79,POLISH,29999.97964459169,7.999999962997759,5.999999973793326,1.6070416108889118,0.9991443664999183,293.1967404194814,0.9999993168543329,0.9996423439324643,0.9999821140157859,1.0,1.6647704556344396e-09,2.929572171337824e-09,1.7900000000000014,1.6366324979540903e-09,1.04327568806184e-09
280,2.8000000000000003,POLISH,29999.980662362108,7.999999965464575,5.999999975540438,1.6070416113851724,0.9991657573374204,293.1969906152102,0.999999351088817,0.9996403446490738,0.9999820140158507,1.0,1.6648035321347322e-09,2.946220206659171e-09,1.8000000000000014,1.6367890036995382e-09,-9.040647341862496e-09
281,2.81,POLISH,29999.981629244,7.999999967766937,5.9999999771710755,1.6070416118483495,0.9991866134039848,293.1972406907923,0.9999993836064301,0.9996383453696168,0.9999819140159124,1.0,1.6648357146416143e-09,2.962868563805587e-09,1.8100000000000014,1.636943957903638e-09,1.0278853324052761e-08
282,2.82,POLISH,29999.9825477818,7.999999969915808,5.999999978693004,1.607041612280648,0.9992069480688852,293.1974906462859,0.9999994144933594,0.9996363460940967,0.999981814015971,1.0,1.6648670255782668e-09,2.97951723406137e-09,1.8200000000000014,1.6370973813523997e-09,1.3338862459022494e-08
283,2.83,POLISH,29999.98342039271,7.9999999719214205,5.99999998011347,1.607041612684126,0.9992267743671631,293.19774048174946,0.9999994438314581,0.9996343468225164,0.9999817140160265,1.0,1.6648974868036437e-09,2.9961662089294065e-09,1.8300000000000014,1.6372492944969422e-09,1.1798647392424755e-08
284,2.84,POLISH,29999.984249373076,7.999999973793326,5.999999981439239,1.6070416130607061,0.999246105007984,293.19799019724115,0.9999994716984684,0.999632347554879,0.9999816140160793,1.0,1.6649271196267686e-09,3.012815480125674e-09,1.8400000000000014,1.6373997174596042e-09,-1.0629733537825814e-08
285,2.85,POLISH,29999.98503690442,7.999999975540438,5.9999999826766235,1.6070416134121808,0.9992649523827845,293.1982397928193,0.999999498168222,0.9996303482911871,0.9999815140161296,1.0,1.6649559448206468e-09,3.0294650395738805e-09,1.8500000000000014,1.637548670039934e-09,-1.2958906836502138e-08
286,2.86,POLISH,29999.9857850592,7.9999999771710755,5.999999983831516,1.607041613740224,0.9992833285732149,293.19848926854223,0.999999523310843,0.9996283490314436,0.9999814140161772,1.0,1.6649839826358387e-09,3.046114879400239e-09,1.8600000000000014,1.6376961717205573e-09,-1.0614101597639092e-08
287,2.87,POLISH,29999.986495806243,7.999999978693004,5.999999984909414,1.607041614046397,0.9993012453588845,293.19873862446815,0.9999995471929307,0.9996263497756508,0.9999813140162225,1.0,1.6650112528136706e-09,3.0627649919283755e-09,1.8700000000000014,1.637842241672927e-09,9.778375442692777e-09
288,2.88,POLISH,29999.98717101593,7.99999998011347,5.999999985915453,1.607041614332159,0.9993187142249125,293.1989878606552,0.9999995698777389,0.9996243505238112,0.9999812140162655,1.0,1.665037774599119e-09,3.0794153696743667e-09,1.8800000000000014,1.6379868987629598e-09,5.11442976858234e-09
289,2.89,POLISH,29999.987812465133,7.999999981439239,5.999999986854423,1.6070416145988702,0.9993357463692897,293.1992369771616,0.9999995914253428,0.9996223512759269,0.9999811140163064,1.0,1.665063566753357e-09,3.0960660053419e-09,1.8900000000000015,1.6381301615565596e-09,-1.0551872264841222e-08
