step_index,timestamp_s,mode,contact_pressure_pa,platen_angular_speed_rad_s,head_angular_speed_rad_s,relative_velocity_m_s,slurry_availability,interface_temperature_k,pressure_velocity_exposure,pad_surface_activity,pad_remaining_life,dresser_effectiveness,instantaneous_mrr_m_s,cumulative_removal_m,active_polish_time_s,stage_average_mrr_m_s,thermal_energy_residual_w
364,3.64,POLISH,29999.999739872503,7.99999999989496,5.999999999925605,1.6070416183116936,0.999900532749261,293.21758383382087,0.9999999913159341,0.9994724190336685,0.9999736140170645,1.0,1.6658085010390524e-09,4.345252368893873e-09,2.6399999999999877,1.6459289276113232e-09,-2.332853910047561e-09
365,3.65,POLISH,29999.999752878877,7.999999999901962,5.999999999930565,1.6070416183131022,0.9999030194305295,293.2178240222904,0.9999999917503565,0.9994704200888469,0.9999735140170654,1.0,1.6658100212151396e-09,4.361910469106024e-09,2.6499999999999875,1.6460039506060547e-09,3.9474201685152366e-09
366,3.66,POLISH,29999.999765234934,7.999999999908498,5.999999999935194,1.6070416183144172,0.9999054439447662,293.2180640954583,0.9999999921630434,0.9994684211480224,0.9999734140170662,1.0,1.6658114377791225e-09,4.378568583483815e-09,2.6599999999999873,1.6460784148435473e-09,3.4691680639298283e-09
367,3.67,POLISH,29999.999776973185,7.999999999914598,5.999999999939514,1.6070416183156442,0.9999078078461471,293.21830405338017,0.9999999925550819,0.999466422211195,0.9999733140170669,1.0,1.6658127533225065e-09,4.39522671101704e-09,2.669999999999987,1.6461523262236186e-09,1.1832227642116777e-08
368,3.68,POLISH,29999.999788124525,7.999999999920291,5.9999999999435465,1.6070416183167897,0.9999101126499934,293.21854389611144,0.999999992927506,0.9994644232783647,0.9999732140170676,1.0,1.6658139703719607e-09,4.4118848507207594e-09,2.679999999999987,1.6462256905674557e-09,-1.2244441904840642e-08
369,3.69,POLISH,29999.999798718298,7.999999999925605,5.99999999994731,1.6070416183178589,0.9999123598337436,293.21878362370774,0.999999993281297,0.9994624243495316,0.9999731140170683,1.0,1.6658150913909404e-09,4.428543001634669e-09,2.6899999999999866,1.6462985136188442e-09,3.5808085385724553e-09
370,3.7,POLISH,29999.999808782384,7.999999999930565,5.9999999999508224,1.6070416183188563,0.9999145508379,293.2190232362245,0.9999999936173873,0.9994604254246956,0.999973014017069,1.0,1.6658161187812687e-09,4.445201162822481e-09,2.6999999999999864,1.6463708010453719e-09,-1.0468255595696974e-08
371,3.71,POLISH,29999.999818343265,7.999999999935194,5.999999999954101,1.6070416183197875,0.9999166870669526,293.21926273371713,0.999999993936663,0.9994584265038569,0.9999729140170696,1.0,1.6658170548846823e-09,4.461859333371328e-09,2.709999999999986,1.6464425584396129e-09,-1.0558267149463063e-08
372,3.72,POLISH,29999.9998274261,7.999999999939514,5.9999999999571605,1.6070416183206566,0.9999187698902787,293.21950211624113,0.999999994239965,0.9994564275870154,0.9999728140170702,1.0,1.6658179019843315e-09,4.478517512391171e-09,2.719999999999986,1.646513791320292e-09,-9.721318861011241e-09
373,3.73,POLISH,29999.999836054798,7.9999999999435465,5.999999999960017,1.607041618321468,0.9999208006430218,293.2197413838519,0.999999994528093,0.9994544286741711,0.9999727140170707,1.0,1.665818662306252e-09,4.495175699014234e-09,2.7299999999999858,1.6465845051334276e-09,7.382894295915321e-09
374,3.74,POLISH,29999.99984425206,7.99999999994731,5.999999999962682,1.607041618322225,0.9999227806269463,293.21998053660474,0.9999999948018059,0.9994524297653241,0.9999726140170712,1.0,1.6658193380207893e-09,4.511833892394442e-09,2.7399999999999856,1.6466547052534546e-09,-7.835581072868081e-10
375,3.75,POLISH,29999.999852039455,7.9999999999508224,5.99999999996517,1.6070416183229315,0.9999247111112727,293.220219574555,0.9999999950618257,0.9994504308604745,0.9999725140170717,1.0,1.6658199312439984e-09,4.528492091706881e-09,2.7499999999999853,1.6467243969843293e-09,9.44442035688553e-09
376,3.7600000000000002,POLISH,29999.99985943748,7.999999999954101,5.999999999967492,1.6070416183235912,0.9999265933334909,293.220458497758,0.9999999953088369,0.9994484319596221,0.9999724140170722,1.0,1.6658204440389954e-09,4.545150296147271e-09,2.759999999999985,1.6467935855606142e-09,-3.5538221254682867e-09
377,3.77,POLISH,29999.99986646561,7.9999999999571605,5.999999999969659,1.6070416183242067,0.9999284285001536,293.22069730626896,0.999999995543491,0.999446433062767,0.9999723140170726,1.0,1.6658208784172905e-09,4.561808504931444e-09,2.769999999999985,1.6468622761485448e-09,3.80521214538021e-09
378,3.7800000000000002,POLISH,29999.99987314233,7.999999999960017,5.999999999971681,1.607041618324781,0.9999302177876498,293.2209360001431,0.9999999957664056,0.9994444341699094,0.999972214017073,1.0,1.665821236340073e-09,4.578466717294845e-09,2.7799999999999847,1.6469304738470756e-09,-1.0179945775234955e-08
379,3.79,POLISH,29999.999879485214,7.999999999962682,5.99999999997357,1.6070416183253178,0.9999319623429586,293.22117457943574,0.9999999959781689,0.999442435281049,0.9999721140170734,1.0,1.6658215197194765e-09,4.59512493249204e-09,2.7899999999999845,1.6469981836889124e-09,-2.006004251597915e-09
380,3.8000000000000003,POLISH,29999.999885510955,7.99999999996517,5.999999999975332,1.607041618325818,0.9999336632843846,293.22141304420194,0.9999999961793383,0.9994404363961861,0.9999720140170738,1.0,1.6658217304198018e-09,4.611783149796238e-09,2.7999999999999843,1.6470654106415228e-09,-1.3453529845719459e-08
381,3.81,POLISH,29999.999891235406,7.999999999967492,5.999999999976977,1.6070416183262852,0.999935321702275,293.2216513944969,0.9999999963704439,0.9994384375153206,0.9999719140170742,1.0,1.6658218702587162e-09,4.628441368498825e-09,2.809999999999984,1.647132159608132e-09,-1.0975327313644812e-09
382,3.8200000000000003,POLISH,29999.999896673635,7.999999999969659,5.999999999978511,1.607041618326721,0.9999369386597181,293.22188963037576,0.9999999965519896,0.9994364386384524,0.9999718140170746,1.0,1.6658219410084214e-09,4.645099587908909e-09,2.819999999999984,1.6471984354287006e-09,-6.796170737288776e-09
383,3.83,POLISH,29999.999901839954,7.999999999971681,5.999999999979944,1.6070416183271279,0.9999385151932252,293.2221277518936,0.9999999967244535,0.9994344397655817,0.9999717140170749,1.0,1.6658219443967897e-09,4.661757807352877e-09,2.8299999999999836,1.6472642428808846e-09,1.2798906823263678e-08
384,3.84,POLISH,29999.999906747955,7.99999999997357,5.999999999981281,1.6070416183275078,0.9999400523133946,293.2223657591054,0.9999999968882898,0.9994324408967084,0.9999716140170751,1.0,1.6658218821084735e-09,4.678416026173962e-09,2.8399999999999834,1.647329586680982e-09,-1.2667939586208377e-08
385,3.85,POLISH,29999.999911410556,7.999999999975332,5.999999999982529,1.6070416183278624,0.9999415510055597,293.22260365206625,0.9999999970439304,0.9994304420318325,0.9999715140170754,1.0,1.665821755785988e-09,4.695074243731822e-09,2.849999999999983,1.6473944714848594e-09,-1.1515211895130051e-08
386,3.86,POLISH,29999.999915840028,7.999999999976977,5.999999999983693,1.607041618328193,0.9999430122304207,293.2228414308312,0.9999999971917855,0.999428443170954,0.9999714140170757,1.0,1.6658215670307658e-09,4.71173245940213e-09,2.859999999999983,1.6474589018888664e-09,2.6708733003033558e-09
387,3.87,POLISH,29999.999920048027,7.999999999978511,5.99999999998478,1.607041618328502,0.9999444369246602,293.2230790954551,0.9999999973322443,0.999426444314073,0.999971314017076,1.0,1.6658213174041824e-09,4.728390672576172e-09,2.869999999999983,1.6475228824307318e-09,-1.2160995765952975e-08
388,3.88,POLISH,29999.999924045627,7.999999999979944,5.9999999999857945,1.6070416183287901,0.9999458260015437,293.22331664599295,0.9999999974656769,0.9994244454611895,0.9999712140170762,1.0,1.6658210084285612e-09,4.7450488826604575e-09,2.8799999999999826,1.6475864175904465e-09,-1.2853320185968187e-08
389,3.89,POLISH,29999.999927843346,7.999999999981281,5.999999999986741,1.6070416183290592,0.9999471803515051,293.2235540824997,0.999999997592435,0.9994224466123034,0.9999711140170765,1.0,1.6658206415881497e-09,4.761707089076339e-09,2.8899999999999824,1.6476495117911309e-09,-1.3107083418617549e-08
390,3.9,POLISH,29999.99993145118,7.999999999982529,5.999999999987625,1.60704161832931,0.9999485008427175,293.22379140503017,0.9999999977128522,0.9994204477674148,0.9999710140170768,1.0,1.6658202183300722e-09,4.7783652912596395e-09,2.899999999999982,1.6477121693998859e-09,1.756561118781974e-09
391,3.91,POLISH,29999.999934878622,7.999999999983693,5.99999999998845,1.6070416183295444,0.9999497883216495,293.22402861363923,0.9999999978272459,0.9994184489265237,0.9999709140170769,1.0,1.6658197400652582e-09,4.795023488660292e-09,2.909999999999982,1.6477743947286329e-09,-1.0455011079102405e-08
392,3.92,POLISH,29999.99993813469,7.99999999998478,5.99999999998922,1.607041618329763,0.9999510436136082,293.2242657083817,0.9999999979359178,0.9994164500896299,0.9999708140170771,1.0,1.66581920816935e-09,4.811681680741985e-09,2.9199999999999817,1.6478361920349368e-09,-6.723794854224252e-09
393,3.93,POLISH,29999.999941227954,7.9999999999857945,5.999999999989939,1.607041618329967,0.999952267523268,293.22450268931243,0.9999999980391535,0.9994144512567336,0.9999707140170773,1.0,1.6658186239835825e-09,4.828339866981821e-09,2.9299999999999815,1.6478975655228163e-09,-8.886900104698725e-10
394,3.94,POLISH,29999.999944166557,7.999999999986741,5.999999999990609,1.6070416183301575,0.9999534608351863,293.2247395564861,0.9999999981372254,0.9994124524278347,0.9999706140170774,1.0,1.665817988815647e-09,4.8449980468699774e-09,2.9399999999999813,1.6479585193435401e-09,-6.828813070569595e-09
395,3.95,POLISH,29999.99994695823,7.999999999987625,5.9999999999912355,1.6070416183303353,0.9999546243143067,293.22497630995747,0.9999999982303919,0.9994104536029333,0.9999705140170776,1.0,1.6658173039405291e-09,4.8616562199093824e-09,2.949999999999981,1.6480190575964115e-09,-1.0041404152616451e-08
396,3.96,POLISH,29999.99994961032,7.99999999998845,5.99999999999182,1.6070416183305014,0.999955758706449,293.2252129497813,0.999999998318898,0.9994084547820296,0.9999704140170778,1.0,1.6658165706013251e-09,4.878314385615395e-09,2.959999999999981,1.6480791843295361e-09,3.950532345697866e-09
397,3.97,POLISH,29999.9999521298,7.99999999998922,5.999999999992365,1.6070416183306566,0.9999568647387879,293.22544947601216,0.9999999984029773,0.9994064559651232,0.9999703140170779,1.0,1.6658157900100453e-09,4.894972543515496e-09,2.9699999999999807,1.6481389035405817e-09,-7.244750577228842e-09
398,3.98,POLISH,29999.99995452331,7.999999999989939,5.999999999992874,1.6070416183308007,0.9999579431203182,293.2256858887048,0.9999999984828509,0.9994044571522144,0.9999702140170781,1.0,1.6658149633483843e-09,4.91163069314898e-09,2.9799999999999804,1.648198219177521e-09,-8.060823120104033e-10
399,3.99,POLISH,29999.999956797146,7.999999999990609,5.999999999993349,1.6070416183309357,0.9999589945423102,293.2259221879138,0.9999999985587292,0.999402458343303,0.9999701140170782,1.0,1.6658140917684856e-09,4.928288834066665e-09,2.9899999999999802,1.6482571351393636e-09,9.233204423253483e-09
400,4.0,POLISH,29999.99995895729,7.9999999999912355,5.9999999999937925,1.6070416183310618,0.9999600196787525,293.22615837369375,0.9999999986308125,0.9994004595383891,0.9999700140170784,1.0,1.6658131763936788e-09,4.944946965830602e-09,2.99999999999998,1.6483156552768782e-09,8.80214656717726e-09
401,4.01,POLISH,29999.999961009427,7.99999999999182,5.999999999994206,1.6070416183311793,0.9999610191867837,293.2263944460992,0.9999999986992901,0.9993984607374726,0.9999699140170786,1.0,1.6658122183191988e-09,4.961605088013794e-09,3.00999999999998,1.648373783393298e-09,1.2214130151733116e-08
402,4.0200000000000005,POLISH,29999.999962958955,7.999999999992365,5.999999999994593,1.607041618331289,0.9999619937071141,293.2266304051847,0.9999999987643426,0.9993964619405536,0.9999698140170787,1.0,1.6658112186128906e-09,4.9782632001999224e-09,3.0199999999999796,1.6484315232450186e-09,5.337327024790284e-09
403,4.03,POLISH,29999.999964811006,7.999999999992874,5.999999999994953,1.6070416183313914,0.9999629438644363,293.22686625100476,0.9999999988261415,0.9993944631476321,0.9999697140170789,1.0,1.6658101783158946e-09,4.994921301983081e-09,3.0299999999999794,1.6484888785422823e-09,2.4251107788586523e-09
404,4.04,POLISH,29999.999966570456,7.999999999993349,5.99999999999529,1.6070416183314868,0.9999638702678254,293.2271019836138,0.9999999988848494,0.9993924643587081,0.9999696140170791,1.0,1.6658090984433122e-09,5.011579392967514e-09,3.039999999999979,1.6485458529498516e-09,-1.071356336979079e-08
405,4.05,POLISH,29999.999968241933,7.9999999999937925,5.999999999995604,1.6070416183315763,0.9999647735111298,293.22733760306636,0.9999999989406206,0.9993904655737815,0.9999695140170791,1.0,1.665807979984861e-09,5.028237472767363e-09,3.049999999999979,1.6486024500876715e-09,8.5380094105858e-09
406,4.0600000000000005,POLISH,29999.999969829838,7.999999999994206,5.9999999999958975,1.6070416183316594,0.9999656541733515,293.22757310941677,0.9999999989936026,0.9993884667928524,0.9999694140170792,1.0,1.665806823905507e-09,5.044895541006418e-09,3.0599999999999787,1.6486586735315207e-09,-1.0898631330746866e-08
407,4.07,POLISH,29999.999971338348,7.999999999994593,5.999999999996171,1.607041618331737,0.9999665128190177,293.2278085027195,0.9999999990439346,0.9993864680159208,0.9999693140170792,1.0,1.6658056311460834e-09,5.0615535973178785e-09,3.0699999999999785,1.6487145268136528e-09,1.9442722987150773e-09
408,4.08,POLISH,29999.99997277143,7.999999999994953,5.999999999996426,1.6070416183318095,0.9999673499985423,293.22804378302885,0.9999999990917493,0.9993844692429866,0.9999692140170793,1.0,1.6658044026238973e-09,5.078211641344118e-09,3.0799999999999783,1.6487700134234265e-09,4.353779559096438e-09
409,4.09,POLISH,29999.99997413286,7.99999999999529,5.999999999996664,1.6070416183318774,0.9999681662485788,293.2282789503992,0.9999999991371725,0.9993824704740498,0.9999691140170793,1.0,1.6658031392333137e-09,5.094869672736451e-09,3.089999999999978,1.6488251368079247e-09,1.041240693666623e-08
410,4.1,POLISH,29999.999975426217,7.999999999995604,5.999999999996886,1.6070416183319407,0.9999689620923643,293.22851400488486,0.9999999991803237,0.9993804717091105,0.9999690140170794,1.0,1.6658018418463334e-09,5.111527691154914e-09,3.099999999999978,1.6488799003725648e-09,5.760611543337291e-09
411,4.11,POLISH,29999.999976654908,7.9999999999958975,5.999999999997094,1.6070416183319998,0.9999697380400552,293.22874894654007,0.9999999992213167,0.9993784729481686,0.9999689140170794,1.0,1.665800511313151e-09,5.128185696268046e-09,3.1099999999999777,1.6489343074816986e-09,4.426837563187291e-09
412,4.12,POLISH,29999.99997782216,7.999999999996171,5.9999999999972875,1.6070416183320546,0.9999704945890538,293.22898377541907,0.9999999992602594,0.9993764741912242,0.9999688140170795,1.0,1.6657991484627e-09,5.1448436877526726e-09,3.1199999999999775,1.6489883614592019e-09,-8.001777018762368e-09
413,4.13,POLISH,29999.999978931053,7.999999999996426,5.999999999997469,1.6070416183321057,0.9999712322243275,293.22921849157615,0.9999999992972542,0.9993744754382773,0.9999687140170795,1.0,1.665797754103184e-09,5.1615016652937044e-09,3.1299999999999772,1.6490420655890549e-09,1.0872369671233173e-08
414,4.14,POLISH,29999.9999799845,7.999999999996664,5.9999999999976374,1.6070416183321539,0.9999719514187193,293.2294530950654,0.9999999993323991,0.9993724766893277,0.9999686140170796,1.0,1.6657963290225971e-09,5.1781596285839305e-09,3.139999999999977,1.6490954231159136e-09,-1.0245472026326752e-08
415,4.15,POLISH,29999.999980985274,7.999999999996886,5.999999999997795,1.6070416183321983,0.9999726526332513,293.2296875859411,0.999999999365786,0.9993704779443756,0.9999685140170796,1.0,1.6657948739892273e-09,5.194817577323823e-09,3.149999999999977,1.6491484372456702e-09,-6.007496722304495e-10
416,4.16,POLISH,29999.99998193601,7.999999999997094,5.999999999997942,1.6070416183322402,0.99997333631742,293.22992196425736,0.9999999993975032,0.999368479203421,0.9999684140170797,1.0,1.6657933897521514e-09,5.211475511221345e-09,3.1599999999999766,1.6492011111460075e-09,-3.117051505796553e-09
417,4.17,POLISH,29999.99998283921,7.9999999999972875,5.999999999998079,1.607041618332279,0.9999740029094846,293.23015623006825,0.9999999994276341,0.9993664804664637,0.9999683140170798,1.0,1.6657918770417136e-09,5.228133429991762e-09,3.1699999999999764,1.6492534479469403e-09,-3.919680580111162e-09
418,4.18,POLISH,29999.99998369725,7.999999999997469,5.999999999998207,1.6070416183323157,0.9999746528367475,293.2303903834279,0.9999999994562582,0.9993644817335039,0.9999682140170798,1.0,1.6657903365699953e-09,5.2447913333574616e-09,3.179999999999976,1.6493054507413525e-09,1.0848438591892773e-08
419,4.19,POLISH,29999.999984512386,7.9999999999976374,5.999999999998327,1.6070416183323495,0.9999752865158288,293.2306244243903,0.9999999994834504,0.9993624830045414,0.9999681140170799,1.0,1.6657887690312708e-09,5.2614492210477745e-09,3.189999999999976,1.6493571225855217e-09,-1.8164598714065505e-09
420,4.2,POLISH,29999.999985286766,7.999999999997795,5.999999999998439,1.6070416183323815,0.999975904352933,293.2308583530096,0.9999999995092829,0.9993604842795765,0.9999680140170799,1.0,1.6657871751024544e-09,5.278107092798799e-09,3.1999999999999758,1.6494084664996372e-09,3.027196271432331e-10
421,4.21,POLISH,29999.999986022427,7.999999999997942,5.9999999999985425,1.6070416183324108,0.9999765067441098,293.23109216933966,0.9999999995338233,0.9993584855586088,0.99996791401708,1.0,1.665785555443533e-09,5.294764948353235e-09,3.2099999999999755,1.64945948546831e-09,2.576626911832136e-09
422,4.22,POLISH,29999.999986721305,7.999999999998079,5.999999999998639,1.6070416183324383,0.9999770940755071,293.2313258734345,0.9999999995571364,0.9993564868416386,0.99996781401708,1.0,1.6657839106979897e-09,5.311422787460214e-09,3.2199999999999753,1.649510182441073e-09,-9.654215205046057e-09
423,4.23,POLISH,29999.99998738524,7.999999999998207,5.99999999999873,1.607041618332464,0.9999776667236194,293.23155946534814,0.9999999995792835,0.9993544881286658,0.9999677140170801,1.0,1.6657822414932174e-09,5.328080609875147e-09,3.229999999999975,1.6495605603328755e-09,5.76446268496511e-09
424,4.24,POLISH,29999.999988015978,7.999999999998327,5.999999999998814,1.607041618332488,0.9999782250555289,293.23179294513443,0.999999999600323,0.9993524894196903,0.9999676140170801,1.0,1.66578054844092e-09,5.3447384153595555e-09,3.239999999999975,1.6496106220245669e-09,5.719556384065072e-09
425,4.25,POLISH,29999.999988615178,7.999999999998439,5.999999999998893,1.6070416183325107,0.9999787694291407,293.23202631284727,0.9999999996203105,0.9993504907147123,0.9999675140170802,1.0,1.6657788321375066e-09,5.36139620368093e-09,3.2499999999999747,1.649660370363376e-09,3.898719569406239e-09
426,4.26,POLISH,29999.99998918442,7.9999999999985425,5.999999999998967,1.6070416183325316,0.9999793001934122,293.23225956854054,0.9999999996392982,0.9993484920137315,0.9999674140170802,1.0,1.6657770931644715e-09,5.378053974612575e-09,3.2599999999999745,1.6497098081633793e-09,1.3974201351629745e-08
427,4.2700000000000005,POLISH,29999.9999897252,7.999999999998639,5.999999999999036,1.6070416183325509,0.9999798176885769,293.232492712268,0.9999999996573363,0.9993464933167482,0.9999673140170803,1.0,1.6657753320887685e-09,5.394711727933462e-09,3.2699999999999743,1.6497589382059647e-09,-7.239933097480389e-09
428,4.28,POLISH,29999.99999023894,7.99999999999873,5.9999999999991,1.6070416183325693,0.9999803222463625,293.2327257440836,0.9999999996744723,0.9993444946237622,0.9999672140170803,1.0,1.6657735494631763e-09,5.4113694634280935e-09,3.279999999999974,1.6498077632402855e-09,1.0715098142100032e-08
429,4.29,POLISH,29999.999990726992,7.999999999998814,5.999999999999161,1.6070416183325862,0.9999808141902033,293.232958664041,0.9999999996907514,0.9993424959347735,0.9999671140170804,1.0,1.6657717458266497e-09,5.42802718088636e-09,3.289999999999974,1.6498562859837093e-09,-3.7974245969962794e-09
430,4.3,POLISH,29999.99999119064,7.999999999998893,5.999999999999217,1.6070416183326022,0.9999812938354483,293.233191472194,0.9999999997062161,0.9993404972497822,0.9999670140170804,1.0,1.665769921704667e-09,5.444684880103407e-09,3.2999999999999736,1.6499045091222577e-09,-8.782521376815566e-09
431,4.3100000000000005,POLISH,29999.99999163111,7.999999999998967,5.999999999999269,1.607041618332617,0.9999817614895621,293.23342416859634,0.9999999997209076,0.9993384985687883,0.9999669140170805,1.0,1.6657680776095682e-09,5.461342560879502e-09,3.3099999999999734,1.649952435311041e-09,9.332893569080625e-09
432,4.32,POLISH,29999.999992049554,7.999999999999036,5.999999999999318,1.6070416183326313,0.9999822174523231,293.2336567533017,0.9999999997348645,0.9993364998917917,0.9999668140170805,1.0,1.6657662140408817e-09,5.478000223019911e-09,3.319999999999973,1.6500000671746852e-09,7.264929990924429e-09
433,4.33,POLISH,29999.999992447076,7.9999999999991,5.999999999999363,1.6070416183326435,0.999982662016015,293.2338892263638,0.9999999997481231,0.9993345012187924,0.9999667140170806,1.0,1.665764331485644e-09,5.494657866334767e-09,3.329999999999973,1.6500474073077512e-09,-1.467483912165335e-09
434,4.34,POLISH,29999.999992824723,7.999999999999161,5.999999999999406,1.607041618332656,0.9999830954656147,293.23412158783617,0.9999999997607188,0.9993325025497904,0.9999666140170806,1.0,1.665762430418715e-09,5.511315490638954e-09,3.3399999999999728,1.6500944582751494e-09,-3.358707090228563e-09
435,4.3500000000000005,POLISH,29999.999993183486,7.999999999999217,5.999999999999446,1.6070416183326672,0.9999835180789743,293.2343538377725,0.9999999997726847,0.9993305038847858,0.9999665140170807,1.0,1.6657605113030808e-09,5.5279730957519855e-09,3.3499999999999726,1.6501412226125465e-09,-1.3337327686713252e-08
436,4.36,POLISH,29999.99999352431,7.999999999999269,5.999999999999483,1.607041618332678,0.9999839301269999,293.23458597622647,0.9999999997840523,0.9993285052237785,0.9999664140170808,1.0,1.6657585745901504e-09,5.544630681497887e-09,3.3599999999999723,1.6501877028267656e-09,1.0485024404260912e-08
437,4.37,POLISH,29999.999993848094,7.999999999999318,5.999999999999518,1.6070416183326877,0.999984331873825,293.2348180032515,0.999999999794851,0.9993265065667685,0.9999663140170808,1.0,1.6657566207200445e-09,5.561288247705088e-09,3.369999999999972,1.650233901396182e-09,-3.6886831367155537e-09
438,4.38,POLISH,29999.99999415569,7.999999999999363,5.99999999999955,1.6070416183326968,0.9999847235769793,293.2350499189012,0.9999999998051098,0.9993245079137557,0.9999662140170809,1.0,1.6657546501218811e-09,5.577945794206307e-09,3.379999999999972,1.6502798207711104e-09,-1.4021765082361526e-08
439,4.39,POLISH,29999.999994447906,7.999999999999406,5.99999999999958,1.6070416183327056,0.9999851054875548,293.2352817232291,0.9999999998148558,0.9993225092647402,0.9999661140170809,1.0,1.6657526632140469e-09,5.594603320838447e-09,3.3899999999999717,1.650325463374187e-09,-7.097497700669919e-09
440,4.4,POLISH,29999.99999472551,7.999999999999446,5.999999999999608,1.6070416183327132,0.999985477850366,293.23551341628865,0.9999999998241144,0.999320510619722,0.999966014017081,1.0,1.6657506604044678e-09,5.611260827442492e-09,3.3999999999999715,1.6503708316007468e-09,2.0676793610618915e-09
441,4.41,POLISH,29999.999994989234,7.999999999999483,5.999999999999634,1.607041618332721,0.9999858409041068,293.2357449981333,0.9999999998329099,0.9993185119787011,0.999965914017081,1.0,1.6657486420908687e-09,5.627918313863401e-09,3.4099999999999713,1.6504159278191932e-09,-1.5680541309848195e-09
442,4.42,POLISH,29999.99999523977,7.999999999999518,5.999999999999658,1.6070416183327279,0.9999861948815041,293.23597646881655,0.9999999998412654,0.9993165133416775,0.9999658140170811,1.0,1.6657466086610307e-09,5.644575779950011e-09,3.419999999999971,1.6504607543713622e-09,-4.649322704608494e-09
443,4.43,POLISH,29999.99999547778,7.99999999999955,5.999999999999681,1.6070416183327343,0.9999865400094665,293.23620782839174,0.999999999849203,0.9993145147086511,0.9999657140170811,1.0,1.665744560493039e-09,5.661233225554942e-09,3.429999999999971,1.6505053135728833e-09,6.168036748022132e-09
444,4.44,POLISH,29999.999995703893,7.99999999999958,5.9999999999997025,1.6070416183327405,0.9999868765092299,293.23643907691223,0.9999999998567438,0.9993125160796219,0.9999656140170812,1.0,1.6657424979555256e-09,5.677890650534497e-09,3.4399999999999706,1.6505496077135307e-09,-1.262593229967024e-08
445,4.45,POLISH,29999.999995918697,7.999999999999608,5.999999999999722,1.6070416183327463,0.9999872045964991,293.23667021443146,0.9999999998639076,0.99931051745459,0.9999655140170812,1.0,1.6657404214079039e-09,5.6945480547485765e-09,3.4499999999999704,1.6505936390575725e-09,9.107907317229547e-09
446,4.46,POLISH,29999.999996122762,7.999999999999634,5.999999999999741,1.6070416183327514,0.9999875244815867,293.23690124100267,0.9999999998707129,0.9993085188335553,0.9999654140170813,1.0,1.6657383312006002e-09,5.7112054380605825e-09,3.45999999999997,1.6506374098441133e-09,-5.830287364005926e-10
447,4.47,POLISH,29999.999996316623,7.999999999999658,5.9999999999997575,1.607041618332756,0.999987836369547,293.2371321566792,0.9999999998771781,0.9993065202165179,0.9999653140170813,1.0,1.6657362276752821e-09,5.727862800337335e-09,3.46999999999997,1.6506809222874308e-09,-1.5518253349000588e-11
448,4.48,POLISH,29999.999996500792,7.999999999999681,5.9999999999997735,1.6070416183327607,0.9999881404603084,293.2373629615143,0.9999999998833198,0.9993045216034777,0.9999652140170814,1.0,1.6657341111650697e-09,5.744520141448986e-09,3.47999999999997,1.6507241785773092e-09,-4.346176751823805e-09
449,4.49,POLISH,29999.999996675753,7.9999999999997025,5.999999999999789,1.607041618332765,0.9999884369488007,293.2375936555612,0.9999999998891544,0.9993025229944348,0.9999651140170814,1.0,1.665731981994758e-09,5.7611774612689335e-09,3.4899999999999696,1.6507671808793649e-09,-3.3307401281490456e-10
450,4.5,POLISH,29999.999996841965,7.999999999999722,5.999999999999803,1.607041618332769,0.9999887260250807,293.2378242388732,0.9999999998946973,0.999300524389389,0.9999650140170815,1.0,1.6657298404810178e-09,5.777834759673744e-09,3.4999999999999694,1.6508099313353699e-09,-3.1657805266149808e-09
451,4.51,POLISH,29999.999996999868,7.999999999999741,5.999999999999816,1.6070416183327727,0.9999890078744537,293.2380547115034,0.999999999899963,0.9992985257883404,0.9999649140170815,1.0,1.6657276869326038e-09,5.79449203654307e-09,3.509999999999969,1.6508524320635673e-09,3.6499159250524826e-10
452,4.5200000000000005,POLISH,29999.999997149876,7.9999999999997575,5.999999999999829,1.6070416183327763,0.9999892826775924,293.23828507350504,0.9999999999049657,0.999296527191289,0.9999648140170816,1.0,1.665725521650551e-09,5.811149291759576e-09,3.519999999999969,1.650894685158985e-09,-4.962473099112685e-09
453,4.53,POLISH,29999.999997292383,7.9999999999997735,5.99999999999984,1.6070416183327794,0.9999895506106525,293.2385153249312,0.9999999999097178,0.9992945285982349,0.9999647140170816,1.0,1.6657233449283656e-09,5.827806525208859e-09,3.5299999999999687,1.6509366926937424e-09,-5.970676397737407e-09
454,4.54,POLISH,29999.999997427763,7.999999999999789,5.999999999999851,1.6070416183327823,0.9999898118453863,293.23874546583505,0.9999999999142324,0.9992925300091778,0.9999646140170817,1.0,1.6657211570522167e-09,5.844463736779381e-09,3.5399999999999685,1.650978456717354e-09,1.050884179676359e-08
455,4.55,POLISH,29999.999997556377,7.999999999999803,5.999999999999861,1.6070416183327854,0.9999900665492516,293.23897549626963,0.9999999999185213,0.999290531424118,0.9999645140170818,1.0,1.6657189583011179e-09,5.8611209263623925e-09,3.5499999999999683,1.6510199792570266e-09,7.926388434498222e-10
456,4.5600000000000005,POLISH,29999.99999767856,7.999999999999816,5.999999999999869,1.6070416183327878,0.9999903148855203,293.23920541628803,0.9999999999225956,0.9992885328430553,0.9999644140170818,1.0,1.6657167489471065e-09,5.877778093851864e-09,3.559999999999968,1.651061262317954e-09,6.426589038710517e-09
