scenario,topology,step_index,source_time_s,timestamp_s,event_active,grid_voltage_pu,ups_output_voltage_pu,ups_mode,battery_energy_j,vfd_available_output_pu,vfd_tripped,motor_speed_rad_s,pump_flow_m3_s,pump_head_pa,pump_operating_point_residual_pa,upw_supply_pressure_pa,upw_tool_flow_m3_s,upw_temperature_k,upw_mass_balance_residual_m3_s,pressure_support,flow_support,hydraulic_support,effective_availability,dressing_availability,slurry_utility_availability,coolant_temperature_k,cooling_conductance_factor,cmp_mode,cmp_pad_surface_activity,cmp_interface_temperature_k,cmp_mrr_m_s,cmp_cumulative_removal_m
healthy_25pct_400ms_sag,NO_CONNECTION,498,4.97,4.98,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999975288,0.0002000000004837004,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.726447620407586e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.542871521655398,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,499,4.98,4.99,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999765234,0.00020000000048396257,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.729069221260656e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.542953796586508,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,500,4.99,5.0,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999776972,0.00020000000048421167,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.73156017575194e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5430360566931532,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,501,5.0,5.01,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999788125,0.0002000000004844483,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.73392644699339e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5431183019780079,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,502,5.01,5.0200000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999798717,0.0002000000004846731,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.73617454019804e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5432005324437456,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,503,5.0200000000000005,5.03,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999808782,0.00020000000048488666,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.738310147427293e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5432827480930392,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,504,5.03,5.04,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999818343,0.00020000000048508957,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.7403392317931e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5433649489285617,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,505,5.04,5.05,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999827426,0.0002000000004852823,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.742266401154692e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5434471349529849,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,506,5.05,5.0600000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999836055,0.00020000000048546538,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.744097347573477e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5435293061689807,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,507,5.0600000000000005,5.07,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999844252,0.00020000000048563934,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.74583694995923e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.54361146257922,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,508,5.07,5.08,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999985204,0.0002000000004858046,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.747489545120641e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5436936041863736,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,509,5.08,5.09,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999859438,0.00020000000048596157,199999.99902211135,5.820766091346741e-11,299999.9990221113,0.0001,293.15,9.749059198815857e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5437757309931117,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,510,5.09,5.1000000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999866466,0.00020000000048611073,199999.99902211135,5.820766091346741e-11,299999.9990221113,0.0001,293.15,9.750550789954654e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5438578430021042,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,511,5.1000000000000005,5.11,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999873143,0.0002000000004862524,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.75196757114355e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.54393994021602,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,512,5.11,5.12,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999879486,0.00020000000048638704,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.753313879191233e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5440220226375281,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,513,5.12,5.13,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999885512,0.0002000000004865149,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.754592424603137e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5441040902692967,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,514,5.13,5.14,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999891236,0.0002000000004866364,199999.99902211124,-5.820766091346741e-11,299999.9990221113,0.0001,293.15,9.75580754418795e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5441861431139937,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,515,5.14,5.15,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999896673,0.00020000000048675176,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.756961135299475e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5442681811742862,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,516,5.15,5.16,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999990184,0.00020000000048686137,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.758057263695857e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5443502044528412,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,517,5.16,5.17,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999906748,0.00020000000048696554,199999.99902211124,-5.820766091346741e-11,299999.9990221113,0.0001,293.15,9.759098910933073e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.544432212952325,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,518,5.17,5.18,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999991141,0.00020000000048706442,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.76008770331438e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5445142066754034,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,519,5.18,5.19,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999915838,0.0002000000004871584,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.761027435547381e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5445961856247419,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,520,5.19,5.2,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999920047,0.00020000000048724776,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.761921089188053e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5446781498030053,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,521,5.2,5.21,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999924046,0.0002000000004873326,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.762769477388022e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5447600992128581,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,522,5.21,5.22,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999927843,0.00020000000048741318,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.763575310652722e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5448420338569642,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,523,5.22,5.23,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999993145,0.00020000000048748967,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.76434021528541e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5449239537379871,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,524,5.23,5.24,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999934877,0.00020000000048756245,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.765067985993692e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5450058588585897,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,525,5.24,5.25,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999938134,0.00020000000048763154,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.765758893828108e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5450877492214345,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,526,5.25,5.26,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999941227,0.00020000000048769716,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.766415107193005e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5451696248291836,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,527,5.26,5.2700000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999944166,0.00020000000048775953,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.767038794492727e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5452514856844985,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,528,5.2700000000000005,5.28,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999946957,0.00020000000048781878,199999.99902211124,-5.820766091346741e-11,299999.9990221113,0.0001,293.15,9.76763131097999e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5453333317900403,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,529,5.28,5.29,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999949608,0.00020000000048787502,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.768193740856967e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5454151631484695,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,530,5.29,5.3,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999952126,0.00020000000048792845,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.76872798147746e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5454969797624463,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,531,5.3,5.3100000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999995452,0.00020000000048797927,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.769236201245812e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5455787816346301,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,532,5.3100000000000005,5.32,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999956793,0.0002000000004880275,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.769718400162025e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5456605687676803,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,533,5.32,5.33,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999958953,0.0002000000004880733,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.7701764755799e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5457423411642554,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,534,5.33,5.34,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999961005,0.00020000000048811685,199999.99902211135,5.820766091346741e-11,299999.9990221113,0.0001,293.15,9.770612053802696e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5458240988270135,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,535,5.34,5.3500000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999962955,0.00020000000048815827,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.771026219032586e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5459058417586126,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,536,5.3500000000000005,5.36,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999964808,0.00020000000048819757,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.771419242320112e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5459875699617095,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,537,5.36,5.37,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999966568,0.00020000000048823492,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.771792749968533e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5460692834389612,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,538,5.37,5.38,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999996824,0.00020000000048827035,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.772147013028393e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5461509821930239,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,539,5.38,5.39,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999969828,0.0002000000004883041,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.772484470954579e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5462326662265534,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,540,5.39,5.4,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999971337,0.00020000000048833613,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.772804852696548e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.546314335542205,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,541,5.4,5.41,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999997277,0.0002000000004883665,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.773108429304844e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5463959901426334,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,542,5.41,5.42,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999997413,0.00020000000048839544,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.773397911284898e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5464776300304931,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,543,5.42,5.43,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999975424,0.00020000000048842287,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.773672214434537e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5465592552084378,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,544,5.43,5.44,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999976652,0.0002000000004884489,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.773932422955933e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5466408656791211,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,545,5.44,5.45,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999997782,0.00020000000048847366,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.774180163152346e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5467224614451957,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,546,5.45,5.46,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999978928,0.0002000000004884972,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.774415435023776e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.546804042509314,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,547,5.46,5.47,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999979983,0.00020000000048851958,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.774639322772394e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5468856088741281,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,548,5.47,5.48,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999980983,0.0002000000004885408,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.774851555347658e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5469671605422893,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,549,5.48,5.49,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999981935,0.00020000000048856102,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.775053759052826e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5470486975164487,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,550,5.49,5.5,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999998284,0.00020000000048858021,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.775245662837356e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5471302197992568,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,551,5.5,5.51,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999983697,0.0002000000004885984,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.77542753775179e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5472117273933635,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,552,5.51,5.5200000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999984513,0.0002000000004886157,199999.99902211135,5.820766091346741e-11,299999.9990221113,0.0001,293.15,9.775600467998302e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5472932203014186,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,553,5.5200000000000005,5.53,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999985286,0.00020000000048863212,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.775764724627434e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5473746985260709,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,554,5.53,5.54,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999986022,0.00020000000048864776,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.775921120790815e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.547456162069969,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,555,5.54,5.55,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999998672,0.00020000000048866256,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.77606911438736e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5475376109357613,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,556,5.55,5.5600000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999987386,0.0002000000004886767,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.776210602770868e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.547619045126095,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,557,5.5600000000000005,5.57,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999988017,0.00020000000048869007,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.776344230688627e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5477004646436177,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,558,5.57,5.58,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999988617,0.0002000000004887028,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.776471624443894e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5477818694909757,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,559,5.58,5.59,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999989186,0.00020000000048871485,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.77659197088504e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5478632596708155,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,560,5.59,5.6000000000000005,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999989726,0.00020000000048872634,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.776706896315324e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5479446351857827,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,561,5.6000000000000005,5.61,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999999024,0.0002000000004887372,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.776815587583115e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5480259960385225,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,562,5.61,5.62,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999999073,0.00020000000048874762,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.776919670991674e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5481073422316798,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,563,5.62,5.63,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999991192,0.00020000000048875745,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.777018062338827e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5481886737678987,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,564,5.63,5.64,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999991633,0.0002000000004887668,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.777111574776204e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5482699906498232,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,565,5.64,5.65,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.4999999999205,0.00020000000048877564,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.777199937253261e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5483512928800964,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,566,5.65,5.66,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999992448,0.00020000000048878413,199999.99902211133,2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.777284776073258e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5484325804613615,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,567,5.66,5.67,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999992826,0.00020000000048879212,199999.99902211127,-2.9103830456733704e-11,299999.9990221113,0.0001,293.15,9.77736473598348e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5485138533962605,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,568,5.67,5.68,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999993184,0.0002000000004887997,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.777440630135553e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5485951116874355,293.15,0.0,0.0
healthy_25pct_400ms_sag,NO_CONNECTION,569,5.68,5.69,False,1.0,0.9999999999999998,GRID,3600000.0,1.0,False,188.49999999993526,0.00020000000048880695,199999.9990221113,0.0,299999.9990221113,0.0001,293.15,9.777513000630567e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5486763553375279,293.15,0.0,0.0
